Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
valentino-uomo-born-in-roma-holiday-box,Valentino Uomo Born In Roma Holiday Box,"<p><strong>Valentino Uomo Born In Roma Holiday Box</strong> by Valentino is a popular mainstream cologne with strong buyer demand.</p><p>Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection.</p><p><strong>Why customers buy it:</strong> recognizable name, gift-friendly presentation, and versatile scent profile.</p><p><strong>Supplier check link:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+Holiday+Box"">View supplier listing</a></p>",Valentino,Cologne,"cologne,men,valentino,mainstream",TRUE,Title,Default Title,DROP8-008-VALE-08-4596,350,13,deny,manual,139.24,178.23,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,1,Valentino Uomo Born In Roma Holiday Box image 1,active
valentino-uomo-born-in-roma-holiday-box,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400,2,Valentino Uomo Born In Roma Holiday Box image 2,
valentino-uomo-born-in-roma-holiday-box,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400,3,Valentino Uomo Born In Roma Holiday Box image 3,
valentino-uomo-born-in-roma-holiday-box,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400,4,Valentino Uomo Born In Roma Holiday Box image 4,
valentino-uomo-born-in-roma-holiday-box,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400,5,Valentino Uomo Born In Roma Holiday Box image 5,
valentino-uomo-born-in-roma-limited-edition,Valentino Uomo Born In Roma Limited Edition,"<p><strong>Valentino Uomo Born In Roma Limited Edition</strong> by Valentino is a popular mainstream cologne with strong buyer demand.</p><p>Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection.</p><p><strong>Why customers buy it:</strong> recognizable name, gift-friendly presentation, and versatile scent profile.</p><p><strong>Supplier check link:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+Limited+Edition"">View supplier listing</a></p>",Valentino,Cologne,"cologne,men,valentino,mainstream",TRUE,Title,Default Title,DROP8-009-VALE-09-4596,350,12,deny,manual,127.44,163.12,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,1,Valentino Uomo Born In Roma Limited Edition image 1,active
valentino-uomo-born-in-roma-limited-edition,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400,2,Valentino Uomo Born In Roma Limited Edition image 2,
valentino-uomo-born-in-roma-limited-edition,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400,3,Valentino Uomo Born In Roma Limited Edition image 3,
valentino-uomo-born-in-roma-limited-edition,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400,4,Valentino Uomo Born In Roma Limited Edition image 4,
valentino-uomo-born-in-roma-limited-edition,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400,5,Valentino Uomo Born In Roma Limited Edition image 5,
valentino-uomo-born-in-roma-refill,Valentino Uomo Born In Roma Refill,"<p><strong>Valentino Uomo Born In Roma Refill</strong> by Valentino is a popular mainstream cologne with strong buyer demand.</p><p>Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection.</p><p><strong>Why customers buy it:</strong> recognizable name, gift-friendly presentation, and versatile scent profile.</p><p><strong>Supplier check link:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+Refill"">View supplier listing</a></p>",Valentino,Cologne,"cologne,men,valentino,mainstream",TRUE,Title,Default Title,DROP8-010-VALE-10-4596,350,18,deny,manual,108.56,138.96,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,1,Valentino Uomo Born In Roma Refill image 1,active
valentino-uomo-born-in-roma-refill,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400,2,Valentino Uomo Born In Roma Refill image 2,
valentino-uomo-born-in-roma-refill,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400,3,Valentino Uomo Born In Roma Refill image 3,
valentino-uomo-born-in-roma-refill,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400,4,Valentino Uomo Born In Roma Refill image 4,
valentino-uomo-born-in-roma-refill,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400,5,Valentino Uomo Born In Roma Refill image 5,
valentino-uomo-born-in-roma-duo-pack,Valentino Uomo Born In Roma Duo Pack,"<p><strong>Valentino Uomo Born In Roma Duo Pack</strong> by Valentino is a popular mainstream cologne with strong buyer demand.</p><p>Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection.</p><p><strong>Why customers buy it:</strong> recognizable name, gift-friendly presentation, and versatile scent profile.</p><p><strong>Supplier check link:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+Duo+Pack"">View supplier listing</a></p>",Valentino,Cologne,"cologne,men,valentino,mainstream",TRUE,Title,Default Title,DROP8-011-VALE-11-4596,350,13,deny,manual,194.70,249.22,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,1,Valentino Uomo Born In Roma Duo Pack image 1,active
valentino-uomo-born-in-roma-duo-pack,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400,2,Valentino Uomo Born In Roma Duo Pack image 2,
valentino-uomo-born-in-roma-duo-pack,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400,3,Valentino Uomo Born In Roma Duo Pack image 3,
valentino-uomo-born-in-roma-duo-pack,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400,4,Valentino Uomo Born In Roma Duo Pack image 4,
valentino-uomo-born-in-roma-duo-pack,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400,5,Valentino Uomo Born In Roma Duo Pack image 5,
valentino-uomo-born-in-roma-collector-edition,Valentino Uomo Born In Roma Collector Edition,"<p><strong>Valentino Uomo Born In Roma Collector Edition</strong> by Valentino is a popular mainstream cologne with strong buyer demand.</p><p>Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection.</p><p><strong>Why customers buy it:</strong> recognizable name, gift-friendly presentation, and versatile scent profile.</p><p><strong>Supplier check link:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+Collector+Edition"">View supplier listing</a></p>",Valentino,Cologne,"cologne,men,valentino,mainstream",TRUE,Title,Default Title,DROP8-012-VALE-12-4596,350,13,deny,manual,158.12,202.39,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,1,Valentino Uomo Born In Roma Collector Edition image 1,active
valentino-uomo-born-in-roma-collector-edition,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400,2,Valentino Uomo Born In Roma Collector Edition image 2,
valentino-uomo-born-in-roma-collector-edition,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400,3,Valentino Uomo Born In Roma Collector Edition image 3,
valentino-uomo-born-in-roma-collector-edition,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400,4,Valentino Uomo Born In Roma Collector Edition image 4,
valentino-uomo-born-in-roma-collector-edition,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400,5,Valentino Uomo Born In Roma Collector Edition image 5,
dior-sauvage-eau-forte-travel-spray-10ml,Dior Sauvage Eau Forte Travel Spray 10ml,"<p><strong>Dior Sauvage Eau Forte Travel Spray 10ml</strong> by Dior is a popular mainstream cologne with strong buyer demand.</p><p>Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection.</p><p><strong>Why customers buy it:</strong> recognizable name, gift-friendly presentation, and versatile scent profile.</p><p><strong>Supplier check link:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+Travel+Spray+10ml"">View supplier listing</a></p>",Dior,Cologne,"cologne,men,dior,mainstream",TRUE,Title,Default Title,DROP8-013-DIOR-01-8046,350,19,deny,manual,36.12,46.23,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,1,Dior Sauvage Eau Forte Travel Spray 10ml image 1,active
dior-sauvage-eau-forte-travel-spray-10ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400,2,Dior Sauvage Eau Forte Travel Spray 10ml image 2,
