SKU,Title,Brand,Primary image,Supplier 1,Supplier 1 URL,Supplier 2,Supplier 2 URL,Supplier 3,Supplier 3 URL,Notes
DROP8-028-YVES-04-6176,Y Eau de Parfum 100ml,Yves Saint Laurent,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+100ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+100ml,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+100ml,Search links provided for third-party sourcing checks before listing.
DROP8-029-YVES-05-6176,Y Eau de Parfum 150ml,Yves Saint Laurent,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+150ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+150ml,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+150ml,Search links provided for third-party sourcing checks before listing.
DROP8-030-YVES-06-6176,Y Eau de Parfum 200ml,Yves Saint Laurent,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+200ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+200ml,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+200ml,Search links provided for third-party sourcing checks before listing.
DROP8-031-YVES-07-6176,Y Eau de Parfum Gift Set,Yves Saint Laurent,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+Gift+Set,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+Gift+Set,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+Gift+Set,Search links provided for third-party sourcing checks before listing.
DROP8-032-YVES-08-6176,Y Eau de Parfum Holiday Box,Yves Saint Laurent,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+Holiday+Box,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+Holiday+Box,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+Holiday+Box,Search links provided for third-party sourcing checks before listing.
DROP8-033-YVES-09-6176,Y Eau de Parfum Limited Edition,Yves Saint Laurent,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+Limited+Edition,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+Limited+Edition,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+Limited+Edition,Search links provided for third-party sourcing checks before listing.
DROP8-034-YVES-10-6176,Y Eau de Parfum Refill,Yves Saint Laurent,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+Refill,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+Refill,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+Refill,Search links provided for third-party sourcing checks before listing.
DROP8-035-YVES-11-6176,Y Eau de Parfum Duo Pack,Yves Saint Laurent,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+Duo+Pack,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+Duo+Pack,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+Duo+Pack,Search links provided for third-party sourcing checks before listing.
DROP8-036-YVES-12-6176,Y Eau de Parfum Collector Edition,Yves Saint Laurent,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+Collector+Edition,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+Collector+Edition,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+Collector+Edition,Search links provided for third-party sourcing checks before listing.
DROP8-037-GIOR-01-2979,Acqua di Gio Eau de Toilette Travel Spray 10ml,Giorgio Armani,https://cdn.fragrancenet.com/images/photos/900x900/126343.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Acqua+di+Gio+Eau+de+Toilette+Travel+Spray+10ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Acqua+di+Gio+Eau+de+Toilette+Travel+Spray+10ml,Perfume.com,https://www.perfume.com/search?keyword=Acqua+di+Gio+Eau+de+Toilette+Travel+Spray+10ml,Search links provided for third-party sourcing checks before listing.
DROP8-038-GIOR-02-2979,Acqua di Gio Eau de Toilette 30ml,Giorgio Armani,https://cdn.fragrancenet.com/images/photos/900x900/126343.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Acqua+di+Gio+Eau+de+Toilette+30ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Acqua+di+Gio+Eau+de+Toilette+30ml,Perfume.com,https://www.perfume.com/search?keyword=Acqua+di+Gio+Eau+de+Toilette+30ml,Search links provided for third-party sourcing checks before listing.
DROP8-039-GIOR-03-2979,Acqua di Gio Eau de Toilette 50ml,Giorgio Armani,https://cdn.fragrancenet.com/images/photos/900x900/126343.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Acqua+di+Gio+Eau+de+Toilette+50ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Acqua+di+Gio+Eau+de+Toilette+50ml,Perfume.com,https://www.perfume.com/search?keyword=Acqua+di+Gio+Eau+de+Toilette+50ml,Search links provided for third-party sourcing checks before listing.
DROP8-040-GIOR-04-2979,Acqua di Gio Eau de Toilette 100ml,Giorgio Armani,https://cdn.fragrancenet.com/images/photos/900x900/126343.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Acqua+di+Gio+Eau+de+Toilette+100ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Acqua+di+Gio+Eau+de+Toilette+100ml,Perfume.com,https://www.perfume.com/search?keyword=Acqua+di+Gio+Eau+de+Toilette+100ml,Search links provided for third-party sourcing checks before listing.
DROP8-041-GIOR-05-2979,Acqua di Gio Eau de Toilette 150ml,Giorgio Armani,https://cdn.fragrancenet.com/images/photos/900x900/126343.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Acqua+di+Gio+Eau+de+Toilette+150ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Acqua+di+Gio+Eau+de+Toilette+150ml,Perfume.com,https://www.perfume.com/search?keyword=Acqua+di+Gio+Eau+de+Toilette+150ml,Search links provided for third-party sourcing checks before listing.
DROP8-042-GIOR-06-2979,Acqua di Gio Eau de Toilette 200ml,Giorgio Armani,https://cdn.fragrancenet.com/images/photos/900x900/126343.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Acqua+di+Gio+Eau+de+Toilette+200ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Acqua+di+Gio+Eau+de+Toilette+200ml,Perfume.com,https://www.perfume.com/search?keyword=Acqua+di+Gio+Eau+de+Toilette+200ml,Search links provided for third-party sourcing checks before listing.
DROP8-043-GIOR-07-2979,Acqua di Gio Eau de Toilette Gift Set,Giorgio Armani,https://cdn.fragrancenet.com/images/photos/900x900/126343.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Acqua+di+Gio+Eau+de+Toilette+Gift+Set,FragranceX,https://www.fragrancex.com/search/search_results?search=Acqua+di+Gio+Eau+de+Toilette+Gift+Set,Perfume.com,https://www.perfume.com/search?keyword=Acqua+di+Gio+Eau+de+Toilette+Gift+Set,Search links provided for third-party sourcing checks before listing.
DROP8-044-GIOR-08-2979,Acqua di Gio Eau de Toilette Holiday Box,Giorgio Armani,https://cdn.fragrancenet.com/images/photos/900x900/126343.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Acqua+di+Gio+Eau+de+Toilette+Holiday+Box,FragranceX,https://www.fragrancex.com/search/search_results?search=Acqua+di+Gio+Eau+de+Toilette+Holiday+Box,Perfume.com,https://www.perfume.com/search?keyword=Acqua+di+Gio+Eau+de+Toilette+Holiday+Box,Search links provided for third-party sourcing checks before listing.
DROP8-045-GIOR-09-2979,Acqua di Gio Eau de Toilette Limited Edition,Giorgio Armani,https://cdn.fragrancenet.com/images/photos/900x900/126343.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Acqua+di+Gio+Eau+de+Toilette+Limited+Edition,FragranceX,https://www.fragrancex.com/search/search_results?search=Acqua+di+Gio+Eau+de+Toilette+Limited+Edition,Perfume.com,https://www.perfume.com/search?keyword=Acqua+di+Gio+Eau+de+Toilette+Limited+Edition,Search links provided for third-party sourcing checks before listing.
DROP8-046-GIOR-10-2979,Acqua di Gio Eau de Toilette Refill,Giorgio Armani,https://cdn.fragrancenet.com/images/photos/900x900/126343.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Acqua+di+Gio+Eau+de+Toilette+Refill,FragranceX,https://www.fragrancex.com/search/search_results?search=Acqua+di+Gio+Eau+de+Toilette+Refill,Perfume.com,https://www.perfume.com/search?keyword=Acqua+di+Gio+Eau+de+Toilette+Refill,Search links provided for third-party sourcing checks before listing.
DROP8-047-GIOR-11-2979,Acqua di Gio Eau de Toilette Duo Pack,Giorgio Armani,https://cdn.fragrancenet.com/images/photos/900x900/126343.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Acqua+di+Gio+Eau+de+Toilette+Duo+Pack,FragranceX,https://www.fragrancex.com/search/search_results?search=Acqua+di+Gio+Eau+de+Toilette+Duo+Pack,Perfume.com,https://www.perfume.com/search?keyword=Acqua+di+Gio+Eau+de+Toilette+Duo+Pack,Search links provided for third-party sourcing checks before listing.
DROP8-048-GIOR-12-2979,Acqua di Gio Eau de Toilette Collector Edition,Giorgio Armani,https://cdn.fragrancenet.com/images/photos/900x900/126343.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Acqua+di+Gio+Eau+de+Toilette+Collector+Edition,FragranceX,https://www.fragrancex.com/search/search_results?search=Acqua+di+Gio+Eau+de+Toilette+Collector+Edition,Perfume.com,https://www.perfume.com/search?keyword=Acqua+di+Gio+Eau+de+Toilette+Collector+Edition,Search links provided for third-party sourcing checks before listing.
DROP8-049-GIOR-01-5068,Armani Code Eau de Toilette Travel Spray 10ml,Giorgio Armani,https://cdn.fragrancenet.com/images/photos/900x900/461902.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Armani+Code+Eau+de+Toilette+Travel+Spray+10ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Armani+Code+Eau+de+Toilette+Travel+Spray+10ml,Perfume.com,https://www.perfume.com/search?keyword=Armani+Code+Eau+de+Toilette+Travel+Spray+10ml,Search links provided for third-party sourcing checks before listing.
DROP8-050-GIOR-02-5068,Armani Code Eau de Toilette 30ml,Giorgio Armani,https://cdn.fragrancenet.com/images/photos/900x900/461902.jpg,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Armani+Code+Eau+de+Toilette+30ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Armani+Code+Eau+de+Toilette+30ml,Perfume.com,https://www.perfume.com/search?keyword=Armani+Code+Eau+de+Toilette+30ml,Search links provided for third-party sourcing checks before listing.
