Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
valentino-uomo-born-in-roma-200ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/250x250/353183.jpg,5,Valentino Uomo Born In Roma 200ml product image 5,
valentino-uomo-born-in-roma-gift-set,Valentino Uomo Born In Roma Gift Set,"<p><strong>Valentino Uomo Born In Roma Gift Set</strong> by Valentino is a top-selling mainstream cologne.</p><p>Clean, crowd-pleasing scent profile with strong repeat demand. Great for daily wear, nights out, and gifting.</p><p><strong>Third-party sourcing:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+Gift+Set"">Check supplier listing</a>.</p>",Valentino,Cologne,"cologne,men,valentino,mainstream",TRUE,Title,Default Title,DROP8REAL-007-VALE-07-4596,350,14,deny,manual,135.70,173.70,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,1,Valentino Uomo Born In Roma Gift Set product image 1,active
valentino-uomo-born-in-roma-gift-set,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/600x600/353183.jpg,2,Valentino Uomo Born In Roma Gift Set product image 2,
valentino-uomo-born-in-roma-gift-set,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/500x500/353183.jpg,3,Valentino Uomo Born In Roma Gift Set product image 3,
valentino-uomo-born-in-roma-gift-set,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/300x300/353183.jpg,4,Valentino Uomo Born In Roma Gift Set product image 4,
valentino-uomo-born-in-roma-gift-set,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/250x250/353183.jpg,5,Valentino Uomo Born In Roma Gift Set product image 5,
valentino-uomo-born-in-roma-holiday-box,Valentino Uomo Born In Roma Holiday Box,"<p><strong>Valentino Uomo Born In Roma Holiday Box</strong> by Valentino is a top-selling mainstream cologne.</p><p>Clean, crowd-pleasing scent profile with strong repeat demand. Great for daily wear, nights out, and gifting.</p><p><strong>Third-party sourcing:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+Holiday+Box"">Check supplier listing</a>.</p>",Valentino,Cologne,"cologne,men,valentino,mainstream",TRUE,Title,Default Title,DROP8REAL-008-VALE-08-4596,350,13,deny,manual,139.24,178.23,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,1,Valentino Uomo Born In Roma Holiday Box product image 1,active
valentino-uomo-born-in-roma-holiday-box,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/600x600/353183.jpg,2,Valentino Uomo Born In Roma Holiday Box product image 2,
valentino-uomo-born-in-roma-holiday-box,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/500x500/353183.jpg,3,Valentino Uomo Born In Roma Holiday Box product image 3,
valentino-uomo-born-in-roma-holiday-box,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/300x300/353183.jpg,4,Valentino Uomo Born In Roma Holiday Box product image 4,
valentino-uomo-born-in-roma-holiday-box,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/250x250/353183.jpg,5,Valentino Uomo Born In Roma Holiday Box product image 5,
valentino-uomo-born-in-roma-limited-edition,Valentino Uomo Born In Roma Limited Edition,"<p><strong>Valentino Uomo Born In Roma Limited Edition</strong> by Valentino is a top-selling mainstream cologne.</p><p>Clean, crowd-pleasing scent profile with strong repeat demand. Great for daily wear, nights out, and gifting.</p><p><strong>Third-party sourcing:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+Limited+Edition"">Check supplier listing</a>.</p>",Valentino,Cologne,"cologne,men,valentino,mainstream",TRUE,Title,Default Title,DROP8REAL-009-VALE-09-4596,350,12,deny,manual,127.44,163.12,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,1,Valentino Uomo Born In Roma Limited Edition product image 1,active
valentino-uomo-born-in-roma-limited-edition,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/600x600/353183.jpg,2,Valentino Uomo Born In Roma Limited Edition product image 2,
valentino-uomo-born-in-roma-limited-edition,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/500x500/353183.jpg,3,Valentino Uomo Born In Roma Limited Edition product image 3,
valentino-uomo-born-in-roma-limited-edition,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/300x300/353183.jpg,4,Valentino Uomo Born In Roma Limited Edition product image 4,
valentino-uomo-born-in-roma-limited-edition,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/250x250/353183.jpg,5,Valentino Uomo Born In Roma Limited Edition product image 5,
valentino-uomo-born-in-roma-refill,Valentino Uomo Born In Roma Refill,"<p><strong>Valentino Uomo Born In Roma Refill</strong> by Valentino is a top-selling mainstream cologne.</p><p>Clean, crowd-pleasing scent profile with strong repeat demand. Great for daily wear, nights out, and gifting.</p><p><strong>Third-party sourcing:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+Refill"">Check supplier listing</a>.</p>",Valentino,Cologne,"cologne,men,valentino,mainstream",TRUE,Title,Default Title,DROP8REAL-010-VALE-10-4596,350,18,deny,manual,108.56,138.96,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,1,Valentino Uomo Born In Roma Refill product image 1,active
valentino-uomo-born-in-roma-refill,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/600x600/353183.jpg,2,Valentino Uomo Born In Roma Refill product image 2,
valentino-uomo-born-in-roma-refill,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/500x500/353183.jpg,3,Valentino Uomo Born In Roma Refill product image 3,
valentino-uomo-born-in-roma-refill,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/300x300/353183.jpg,4,Valentino Uomo Born In Roma Refill product image 4,
valentino-uomo-born-in-roma-refill,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/250x250/353183.jpg,5,Valentino Uomo Born In Roma Refill product image 5,
valentino-uomo-born-in-roma-duo-pack,Valentino Uomo Born In Roma Duo Pack,"<p><strong>Valentino Uomo Born In Roma Duo Pack</strong> by Valentino is a top-selling mainstream cologne.</p><p>Clean, crowd-pleasing scent profile with strong repeat demand. Great for daily wear, nights out, and gifting.</p><p><strong>Third-party sourcing:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+Duo+Pack"">Check supplier listing</a>.</p>",Valentino,Cologne,"cologne,men,valentino,mainstream",TRUE,Title,Default Title,DROP8REAL-011-VALE-11-4596,350,13,deny,manual,194.70,249.22,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,1,Valentino Uomo Born In Roma Duo Pack product image 1,active
valentino-uomo-born-in-roma-duo-pack,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/600x600/353183.jpg,2,Valentino Uomo Born In Roma Duo Pack product image 2,
valentino-uomo-born-in-roma-duo-pack,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/500x500/353183.jpg,3,Valentino Uomo Born In Roma Duo Pack product image 3,
valentino-uomo-born-in-roma-duo-pack,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/300x300/353183.jpg,4,Valentino Uomo Born In Roma Duo Pack product image 4,
valentino-uomo-born-in-roma-duo-pack,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/250x250/353183.jpg,5,Valentino Uomo Born In Roma Duo Pack product image 5,
valentino-uomo-born-in-roma-collector-edition,Valentino Uomo Born In Roma Collector Edition,"<p><strong>Valentino Uomo Born In Roma Collector Edition</strong> by Valentino is a top-selling mainstream cologne.</p><p>Clean, crowd-pleasing scent profile with strong repeat demand. Great for daily wear, nights out, and gifting.</p><p><strong>Third-party sourcing:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+Collector+Edition"">Check supplier listing</a>.</p>",Valentino,Cologne,"cologne,men,valentino,mainstream",TRUE,Title,Default Title,DROP8REAL-012-VALE-12-4596,350,13,deny,manual,158.12,202.39,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,1,Valentino Uomo Born In Roma Collector Edition product image 1,active
valentino-uomo-born-in-roma-collector-edition,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/600x600/353183.jpg,2,Valentino Uomo Born In Roma Collector Edition product image 2,
valentino-uomo-born-in-roma-collector-edition,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/500x500/353183.jpg,3,Valentino Uomo Born In Roma Collector Edition product image 3,
valentino-uomo-born-in-roma-collector-edition,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/300x300/353183.jpg,4,Valentino Uomo Born In Roma Collector Edition product image 4,
valentino-uomo-born-in-roma-collector-edition,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/250x250/353183.jpg,5,Valentino Uomo Born In Roma Collector Edition product image 5,
dior-sauvage-eau-forte-travel-spray-10ml,Dior Sauvage Eau Forte Travel Spray 10ml,"<p><strong>Dior Sauvage Eau Forte Travel Spray 10ml</strong> by Dior is a top-selling mainstream cologne.</p><p>Clean, crowd-pleasing scent profile with strong repeat demand. Great for daily wear, nights out, and gifting.</p><p><strong>Third-party sourcing:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+Travel+Spray+10ml"">Check supplier listing</a>.</p>",Dior,Cologne,"cologne,men,dior,mainstream",TRUE,Title,Default Title,DROP8REAL-013-DIOR-01-8046,350,19,deny,manual,36.12,46.23,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,1,Dior Sauvage Eau Forte Travel Spray 10ml product image 1,active
dior-sauvage-eau-forte-travel-spray-10ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/600x600/500543.jpg,2,Dior Sauvage Eau Forte Travel Spray 10ml product image 2,
dior-sauvage-eau-forte-travel-spray-10ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/500x500/500543.jpg,3,Dior Sauvage Eau Forte Travel Spray 10ml product image 3,
dior-sauvage-eau-forte-travel-spray-10ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/300x300/500543.jpg,4,Dior Sauvage Eau Forte Travel Spray 10ml product image 4,
dior-sauvage-eau-forte-travel-spray-10ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/250x250/500543.jpg,5,Dior Sauvage Eau Forte Travel Spray 10ml product image 5,
dior-sauvage-eau-forte-30ml,Dior Sauvage Eau Forte 30ml,"<p><strong>Dior Sauvage Eau Forte 30ml</strong> by Dior is a top-selling mainstream cologne.</p><p>Clean, crowd-pleasing scent profile with strong repeat demand. Great for daily wear, nights out, and gifting.</p><p><strong>Third-party sourcing:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+30ml"">Check supplier listing</a>.</p>",Dior,Cologne,"cologne,men,dior,mainstream",TRUE,Title,Default Title,DROP8REAL-014-DIOR-02-8046,350,24,deny,manual,67.08,85.86,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,1,Dior Sauvage Eau Forte 30ml product image 1,active
dior-sauvage-eau-forte-30ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/600x600/500543.jpg,2,Dior Sauvage Eau Forte 30ml product image 2,
dior-sauvage-eau-forte-30ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/500x500/500543.jpg,3,Dior Sauvage Eau Forte 30ml product image 3,
dior-sauvage-eau-forte-30ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/300x300/500543.jpg,4,Dior Sauvage Eau Forte 30ml product image 4,
dior-sauvage-eau-forte-30ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/250x250/500543.jpg,5,Dior Sauvage Eau Forte 30ml product image 5,
dior-sauvage-eau-forte-50ml,Dior Sauvage Eau Forte 50ml,"<p><strong>Dior Sauvage Eau Forte 50ml</strong> by Dior is a top-selling mainstream cologne.</p><p>Clean, crowd-pleasing scent profile with strong repeat demand. Great for daily wear, nights out, and gifting.</p><p><strong>Third-party sourcing:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+50ml"">Check supplier listing</a>.</p>",Dior,Cologne,"cologne,men,dior,mainstream",TRUE,Title,Default Title,DROP8REAL-015-DIOR-03-8046,350,29,deny,manual,92.88,118.89,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,1,Dior Sauvage Eau Forte 50ml product image 1,active
dior-sauvage-eau-forte-50ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/600x600/500543.jpg,2,Dior Sauvage Eau Forte 50ml product image 2,
dior-sauvage-eau-forte-50ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/500x500/500543.jpg,3,Dior Sauvage Eau Forte 50ml product image 3,
dior-sauvage-eau-forte-50ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/300x300/500543.jpg,4,Dior Sauvage Eau Forte 50ml product image 4,
dior-sauvage-eau-forte-50ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/250x250/500543.jpg,5,Dior Sauvage Eau Forte 50ml product image 5,
dior-sauvage-eau-forte-100ml,Dior Sauvage Eau Forte 100ml,"<p><strong>Dior Sauvage Eau Forte 100ml</strong> by Dior is a top-selling mainstream cologne.</p><p>Clean, crowd-pleasing scent profile with strong repeat demand. Great for daily wear, nights out, and gifting.</p><p><strong>Third-party sourcing:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+100ml"">Check supplier listing</a>.</p>",Dior,Cologne,"cologne,men,dior,mainstream",TRUE,Title,Default Title,DROP8REAL-016-DIOR-04-8046,350,36,deny,manual,129.00,165.12,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,1,Dior Sauvage Eau Forte 100ml product image 1,active
dior-sauvage-eau-forte-100ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/600x600/500543.jpg,2,Dior Sauvage Eau Forte 100ml product image 2,
dior-sauvage-eau-forte-100ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/500x500/500543.jpg,3,Dior Sauvage Eau Forte 100ml product image 3,
dior-sauvage-eau-forte-100ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/300x300/500543.jpg,4,Dior Sauvage Eau Forte 100ml product image 4,
dior-sauvage-eau-forte-100ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/250x250/500543.jpg,5,Dior Sauvage Eau Forte 100ml product image 5,
dior-sauvage-eau-forte-150ml,Dior Sauvage Eau Forte 150ml,"<p><strong>Dior Sauvage Eau Forte 150ml</strong> by Dior is a top-selling mainstream cologne.</p><p>Clean, crowd-pleasing scent profile with strong repeat demand. Great for daily wear, nights out, and gifting.</p><p><strong>Third-party sourcing:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+150ml"">Check supplier listing</a>.</p>",Dior,Cologne,"cologne,men,dior,mainstream",TRUE,Title,Default Title,DROP8REAL-017-DIOR-05-8046,350,29,deny,manual,157.38,201.45,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,1,Dior Sauvage Eau Forte 150ml product image 1,active
dior-sauvage-eau-forte-150ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/600x600/500543.jpg,2,Dior Sauvage Eau Forte 150ml product image 2,
dior-sauvage-eau-forte-150ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/500x500/500543.jpg,3,Dior Sauvage Eau Forte 150ml product image 3,
dior-sauvage-eau-forte-150ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/300x300/500543.jpg,4,Dior Sauvage Eau Forte 150ml product image 4,
dior-sauvage-eau-forte-150ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/250x250/500543.jpg,5,Dior Sauvage Eau Forte 150ml product image 5,
dior-sauvage-eau-forte-200ml,Dior Sauvage Eau Forte 200ml,"<p><strong>Dior Sauvage Eau Forte 200ml</strong> by Dior is a top-selling mainstream cologne.</p><p>Clean, crowd-pleasing scent profile with strong repeat demand. Great for daily wear, nights out, and gifting.</p><p><strong>Third-party sourcing:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+200ml"">Check supplier listing</a>.</p>",Dior,Cologne,"cologne,men,dior,mainstream",TRUE,Title,Default Title,DROP8REAL-018-DIOR-06-8046,350,22,deny,manual,183.18,234.47,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,1,Dior Sauvage Eau Forte 200ml product image 1,active
dior-sauvage-eau-forte-200ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/600x600/500543.jpg,2,Dior Sauvage Eau Forte 200ml product image 2,
dior-sauvage-eau-forte-200ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/500x500/500543.jpg,3,Dior Sauvage Eau Forte 200ml product image 3,
dior-sauvage-eau-forte-200ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/300x300/500543.jpg,4,Dior Sauvage Eau Forte 200ml product image 4,
dior-sauvage-eau-forte-200ml,,,,,,,,,,,,,,,,,,https://cdn.fragrancenet.com/images/photos/250x250/500543.jpg,5,Dior Sauvage Eau Forte 200ml product image 5,
