SKU,Title,Description,Price,Compare-at price,Inventory quantity,Product image URL,Status,Tags
ADDONLY-SB-DROP6-011-448035,14 oz All Purpose Honee Wax,14 oz All Purpose Honee Wax from Sally Beauty. Category: beauty / hair removal / eyebrow and body waxes. Source: https://www.sallybeauty.com/beauty/hair-removal/eyebrow-and-body-waxes/14-oz-all-purpose-honee-wax/SBS-448035.html,14.99,19.19,23,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw346747fe/images/large/SBS-448035.png?sw=650&sh=650,active,"sallybeauty,drop6,beauty"
ADDONLY-SB-DROP6-012-448508,Mini Pro Waxing Kit,Mini Pro Waxing Kit from Sally Beauty. Category: beauty / hair removal / eyebrow and body waxes. Source: https://www.sallybeauty.com/beauty/hair-removal/eyebrow-and-body-waxes/mini-pro-waxing-kit/SBS-448508.html,64.99,83.19,24,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw82c13713/images/large/SBS-448508.png?sw=650&sh=650,active,"sallybeauty,drop6,beauty"
ADDONLY-SB-DROP6-013-448027,Azulene Wax,Azulene Wax from Sally Beauty. Category: beauty / hair removal / azulene wax. Source: https://www.sallybeauty.com/beauty/hair-removal/azulene-wax/SBS-448027.html,17.99,23.03,25,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw2c25f298/images/large/SBS-448027.png?sw=650&sh=650,active,"sallybeauty,drop6,beauty"
ADDONLY-SB-DROP6-014-008712,I want the darkest tan possible - self tan mousse,I want the darkest tan possible - self tan mousse from Sally Beauty. Category: cosmetics and skin care / waxing and tanning / self tanning. Source: https://www.sallybeauty.com/cosmetics-and-skin-care/waxing-and-tanning/self-tanning/i-want-the-darkest-tan-possible---self-tan-mousse/SBS-008712.html,13.99,17.91,26,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw890739c0/images/large/SBS-008712.png?sw=650&sh=650,active,"sallybeauty,drop6,cosmetics-and-skin-care"
ADDONLY-SB-DROP6-015-019716,Glow Your Own Way Next Level Tan Gel,Glow Your Own Way Next Level Tan Gel from Sally Beauty. Category: cosmetics and skin care / waxing and tanning / self tanning. Source: https://www.sallybeauty.com/cosmetics-and-skin-care/waxing-and-tanning/self-tanning/glow-your-own-way-next-level-tan-gel/SBS-019716.html,16.99,21.75,27,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwf7927407/images/large/SBS-019716.png?sw=650&sh=650,active,"sallybeauty,drop6,cosmetics-and-skin-care"
ADDONLY-SB-DROP6-016-019718,Glow Your Own Way Tan Gel,Glow Your Own Way Tan Gel from Sally Beauty. Category: cosmetics and skincare / waxing and tanning / self tanning. Source: https://www.sallybeauty.com/cosmetics-and-skincare/waxing-and-tanning/self-tanning/glow-your-own-way-tan-gel/SBS-019718.html,16.99,21.75,28,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw9794afd1/images/large/SBS-019718.png?sw=650&sh=650,active,"sallybeauty,drop6,cosmetics-and-skincare"
ADDONLY-SB-DROP6-017-018740,Bonding Technology Lightener Tub 16 oz,Bonding Technology Lightener Tub 16 oz from Sally Beauty. Category: hair color / other products and applications / bleach and lightener. Source: https://www.sallybeauty.com/hair-color/other-products-and-applications/bleach-and-lightener/bonding-technology-lightener-tub-16-oz/SBS-018740.html,25.49,32.63,29,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw364c34f8/images/large/SBS-018740.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-color"
ADDONLY-SB-DROP6-018-124187,Value Size Creme Lightener,Value Size Creme Lightener from Sally Beauty. Category: hair color / other products and applications / bleach and lightener. Source: https://www.sallybeauty.com/hair-color/other-products-and-applications/bleach-and-lightener/value-size-creme-lightener/SBS-124187.html,19.79,25.33,30,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwe4bf8911/images/large/SBS-124187.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-color"
ADDONLY-SB-DROP6-019-018926,Cooling Ash Bonding Toner Demi-Permanent Hair Color,Cooling Ash Bonding Toner Demi-Permanent Hair Color from Sally Beauty. Category: hair color / other products and applications / toner. Source: https://www.sallybeauty.com/hair-color/other-products-and-applications/toner/cooling-ash-bonding-toner/SBS-018926.html,12.99,16.63,31,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw04f1fbc6/images/large/SBS-018926.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-color"
ADDONLY-SB-DROP6-020-405017,Absolute Perfection Booster Step 1,Absolute Perfection Booster Step 1 from Sally Beauty. Category: hair color / other products and applications / fillers and additives. Source: https://www.sallybeauty.com/hair-color/other-products-and-applications/fillers-and-additives/absolute-perfection-booster-step-1/SBS-405017.html,2.69,3.44,12,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwd1442fd4/images/large/SBS-405017.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-color"
ADDONLY-SB-DROP6-021-004783,"Bleach, Please Complete Lightening Kit","Bleach, Please Complete Lightening Kit from Sally Beauty. Category: hair color / other products and applications / bleach and lightener. Source: https://www.sallybeauty.com/hair-color/other-products-and-applications/bleach-and-lightener/bleach-please-complete-lightening-kit/SBS-004783.html",19.99,25.59,13,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwf8e17c67/images/large/SBS-004783.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-color"
ADDONLY-SB-DROP6-022-019367,1B Blue Black Permanent Liqui-Crème Hair Color,1B Blue Black Permanent Liqui-Crème Hair Color from Sally Beauty. Category: hair color / shop by type / permanent hair color. Source: https://www.sallybeauty.com/hair-color/shop-by-type/permanent-hair-color/1b-blue-black-permanent-liqui-cr%C3%A8me-hair-color/SBS-019367.html,13.19,16.88,14,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw28c3fdf7/images/large/SBS-019367.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-color"
ADDONLY-SB-DROP6-023-019361,5RR Intense Red Permanent Liqui-Crème Hair Color,5RR Intense Red Permanent Liqui-Crème Hair Color from Sally Beauty. Category: hair color / shop by type / permanent hair color. Source: https://www.sallybeauty.com/hair-color/shop-by-type/permanent-hair-color/5rr-intense-red-permanent-liqui-cr%C3%A8me-hair-color/SBS-019361.html,13.19,16.88,15,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw8da28127/images/large/SBS-019361.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-color"
ADDONLY-SB-DROP6-024-500269,Intense Red Permanent Creme Hair Color,Intense Red Permanent Creme Hair Color from Sally Beauty. Category: hair color / shop by color / red hair color. Source: https://www.sallybeauty.com/hair-color/shop-by-color/red-hair-color/intense-red-permanent-creme-hair-color/SBS-500269.html,13.19,16.88,16,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwaa847784/images/large/SBS-500269.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-color"
ADDONLY-SB-DROP6-025-405602,Permanent Brights Creme Hair Color Garnet,Permanent Brights Creme Hair Color Garnet from Sally Beauty. Category: hair color / shop by color / red hair color. Source: https://www.sallybeauty.com/hair-color/shop-by-color/red-hair-color/permanent-brights-creme-hair-color-garnet/SBS-405602.html,9.99,12.79,17,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwabb0e26a/images/large/SBS-405602.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-color"
ADDONLY-SB-DROP6-026-005973,Semi-Permanent Hair Color Paradox,Semi-Permanent Hair Color Paradox from Sally Beauty. Category: hair color / shop by type / semi permanent hair color. Source: https://www.sallybeauty.com/hair-color/shop-by-type/semi-permanent-hair-color/semi-permanent-hair-color-paradox/SBS-005973.html,8.79,11.25,18,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwf3863ccd/images/large/SBS-005973.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-color"
ADDONLY-SB-DROP6-027-009577,B44W Intense Red Semi Permanent Moisturizing Hair Color,B44W Intense Red Semi Permanent Moisturizing Hair Color from Sally Beauty. Category: hair color / shop by type / semi permanent hair color. Source: https://www.sallybeauty.com/hair-color/shop-by-type/semi-permanent-hair-color/b44w-intense-red-semi-permanent-moisturizing-hair-color/SBS-009577.html,11.49,14.71,19,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw3df6dd40/images/large/SBS-009577.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-color"
ADDONLY-SB-DROP6-028-007835,Red Direct Vibes Semi Permanent Hair Color,Red Direct Vibes Semi Permanent Hair Color from Sally Beauty. Category: hair color / shop by type / semi permanent hair color. Source: https://www.sallybeauty.com/hair-color/shop-by-type/semi-permanent-hair-color/red-direct-vibes-semi-permanent-hair-color/SBS-007835.html,16.49,21.11,20,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwbf8fcf36/images/large/SBS-007835.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-color"
ADDONLY-SB-DROP6-029-005972,Semi-Permanent Hair Color Muse,Semi-Permanent Hair Color Muse from Sally Beauty. Category: hair color / shop by type / semi permanent hair color. Source: https://www.sallybeauty.com/hair-color/shop-by-type/semi-permanent-hair-color/semi-permanent-hair-color-muse/SBS-005972.html,8.79,11.25,21,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw4d7d68b0/images/large/SBS-005972.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-color"
ADDONLY-SB-DROP6-030-025051,Semi-Permanent Brights Hair Color Titanium,Semi-Permanent Brights Hair Color Titanium from Sally Beauty. Category: hair color / shop by type / semi permanent hair color. Source: https://www.sallybeauty.com/hair-color/shop-by-type/semi-permanent-hair-color/semi-permanent-brights-hair-color-titanium/SBS-025051.html,11.49,14.71,22,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwe4cf3708/images/large/SBS-025051.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-color"
ADDONLY-SB-DROP6-031-124600,20 Volume Gentle Creme Developer 4 Oz,20 Volume Gentle Creme Developer 4 Oz from Sally Beauty. Category: hair color / other products and applications / developer. Source: https://www.sallybeauty.com/hair-color/other-products-and-applications/developer/20-volume-gentle-creme-developer-4-oz/SBS-124600.html,5.79,7.41,23,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwfe69815b/images/large/SBS-124600.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-color"
ADDONLY-SB-DROP6-032-009033,Cream Developer 40 Volume 32 Oz,Cream Developer 40 Volume 32 Oz from Sally Beauty. Category: hair color / other products and applications / developer. Source: https://www.sallybeauty.com/hair-color/other-products-and-applications/developer/cream-developer-40-volume/SBS-009033.html,11.09,14.20,24,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw7e3ce396/images/large/SBS-009033.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-color"
ADDONLY-SB-DROP6-033-016281,Ultra Bond 5-Minute Toner 5 Volume Developer,Ultra Bond 5-Minute Toner 5 Volume Developer from Sally Beauty. Category: hair color / other products and applications / developer. Source: https://www.sallybeauty.com/hair-color/other-products-and-applications/developer/ultra-bond-5-minute-toner-5-volume-developer/SBS-016281.html,6.49,8.31,25,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw6a3b01b8/images/large/SBS-016281.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-color"
ADDONLY-SB-DROP6-034-018939,Crème Activator,Crème Activator from Sally Beauty. Category: hair color / other products and applications / developer. Source: https://www.sallybeauty.com/hair-color/other-products-and-applications/developer/cr%C3%A8me-activator/SBS-018939.html,6.99,8.95,26,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw57833a76/images/large/SBS-018939.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-color"
ADDONLY-SB-DROP6-035-018930,High Gloss Clear Bonding Toner Demi-Permanent Hair Color,High Gloss Clear Bonding Toner Demi-Permanent Hair Color from Sally Beauty. Category: hair color / other products and applications / toner. Source: https://www.sallybeauty.com/hair-color/other-products-and-applications/toner/bonding-high-gloss-clear/SBS-018930.html,12.99,16.63,27,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw791035a9/images/large/SBS-018930.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-color"
ADDONLY-SB-DROP6-036-019388,Intense Ash Blonde Permanent Liquid Toner,Intense Ash Blonde Permanent Liquid Toner from Sally Beauty. Category: hair color / other products and applications / toner. Source: https://www.sallybeauty.com/hair-color/other-products-and-applications/toner/intense-ash-blonde-permanent-liquid-toner/SBS-019388.html,9.99,12.79,28,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw77c751be/images/large/SBS-019388.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-color"
ADDONLY-SB-DROP6-037-019528,Grey Essential Toner - Light Grey,Grey Essential Toner - Light Grey from Sally Beauty. Category: shop by shade / silver and gray hair shop / grey essentials light grey toner. Source: https://www.sallybeauty.com/shop-by-shade/silver-and-gray-hair-shop/grey-essentials-light-grey-toner/SBS-019528.html,9.99,12.79,29,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwb74c26c5/images/large/SBS-019528.png?sw=650&sh=650,active,"sallybeauty,drop6,shop-by-shade"
ADDONLY-SB-DROP6-038-001381,Intense Recovery Treatment,Intense Recovery Treatment from Sally Beauty. Category: hair care / shop by product / hair treatments. Source: https://www.sallybeauty.com/hair-care/shop-by-product/hair-treatments/intense-recovery-treatment/SBS-001381.html,12.99,16.63,30,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw52526b24/images/large/SBS-001381.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-care"
ADDONLY-SB-DROP6-039-008013,Ionic Travel Dryer,Ionic Travel Dryer from Sally Beauty. Category: hair care / hair styling tools / hair dryers. Source: https://www.sallybeauty.com/hair-care/hair-styling-tools/hair-dryers/ionic-travel-dryer/SBS-008013.html,53.99,69.11,31,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwdb99013e/images/large/SBS-008013.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-care"
ADDONLY-SB-DROP6-040-019597,Sweat Activated Dry Shampoo,Sweat Activated Dry Shampoo from Sally Beauty. Category: hair care / shop by product / shampoo. Source: https://www.sallybeauty.com/hair-care/shop-by-product/shampoo/dry-shampoo/sweat-activated-dry-shampoo/SBS-019597.html,14.55,18.62,12,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwc31e4cdf/images/large/SBS-019597.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-care"
ADDONLY-SB-DROP6-041-015546,Standing Hot Rollers,Standing Hot Rollers from Sally Beauty. Category: hair care / hair styling tools / hair rollers and curlers. Source: https://www.sallybeauty.com/hair-care/hair-styling-tools/hair-rollers-and-curlers/standing-hot-rollers/SBS-015546.html,99.99,127.99,13,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwe123d891/images/large/SBS-015546.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-care"
ADDONLY-SB-DROP6-042-345331,Silver Metals Cordless Clipper,Silver Metals Cordless Clipper from Sally Beauty. Category: hair care / hair styling tools / hair clippers and trimmers. Source: https://www.sallybeauty.com/hair-care/hair-styling-tools/hair-clippers-and-trimmers/silver-metals-cordless-clipper/SBS-345331.html,259.99,332.79,14,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwfaca9840/images/large/SBS-345331.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-care"
ADDONLY-SB-DROP6-043-646880,Ceramic Tourmaline Interchangeable Hot Air Brush,Ceramic Tourmaline Interchangeable Hot Air Brush from Sally Beauty. Category: hair care / hair styling tools / ceramic tourmaline interchangeable hot air brush. Source: https://www.sallybeauty.com/hair-care/hair-styling-tools/ceramic-tourmaline-interchangeable-hot-air-brush/SBS-646880.html,22.49,28.79,15,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw02aa390c/images/large/SBS-646880.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-care"
ADDONLY-SB-DROP6-044-680010,Kaleidoscopic Detangler Brush,Kaleidoscopic Detangler Brush from Sally Beauty. Category: hair care / hair styling tools / brushes and combs. Source: https://www.sallybeauty.com/hair-care/hair-styling-tools/brushes-and-combs/kaleidoscopic-detangler-brush/SBS-680010.html,4.89,6.26,16,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw09232f18/images/large/SBS-680010.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-care"
ADDONLY-SB-DROP6-045-487110,Heat Resistant Glove,Heat Resistant Glove from Sally Beauty. Category: hair care / hair styling tools / heat resistant glove. Source: https://www.sallybeauty.com/hair-care/hair-styling-tools/heat-resistant-glove/SBS-487110.html,5.99,7.67,17,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwb1f4475f/images/large/SBS-487110.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-care"
ADDONLY-SB-DROP6-046-002084,Moisture Luxe Detangling Spray,Moisture Luxe Detangling Spray from Sally Beauty. Category: hair care / shop by product / conditioner. Source: https://www.sallybeauty.com/hair-care/shop-by-product/conditioner/moisture-luxe-detangling-spray/SBS-002084.html,12.99,16.63,18,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw4230e68b/images/large/SBS-002084.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-care"
ADDONLY-SB-DROP6-047-007180,Leave-In Conditioner,Leave-In Conditioner from Sally Beauty. Category: hair care / shop by product / conditioner. Source: https://www.sallybeauty.com/hair-care/shop-by-product/conditioner/leave-in-conditioners/leave-in-conditioner/SBS-007180.html,12.79,16.37,19,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw73c121bb/images/large/SBS-007180.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-care"
ADDONLY-SB-DROP6-048-007729,Leave-in Conditioner,Leave-in Conditioner from Sally Beauty. Category: hair care / shop by product / conditioner. Source: https://www.sallybeauty.com/hair-care/shop-by-product/conditioner/leave-in-conditioner/leave-in-conditioner/SBS-007729.html,19.99,25.59,20,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw5ab6a0aa/images/large/SBS-007729.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-care"
ADDONLY-SB-DROP6-049-017402,Anti-Breakage Spray,Anti-Breakage Spray from Sally Beauty. Category: hair care / shop by product / conditioner. Source: https://www.sallybeauty.com/hair-care/shop-by-product/conditioner/leave-in-conditioner/anti-breakage-spray/SBS-017402.html,16.49,21.11,21,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw7c322a4a/images/large/SBS-017402.png?sw=650&sh=650,active,"sallybeauty,drop6,hair-care"
ADDONLY-SB-DROP6-050-527317,LED & UV Clear Gel,LED & UV Clear Gel from Sally Beauty. Category: nails / acrylic nails and polygel / polygel hard gel and builder gel. Source: https://www.sallybeauty.com/nails/acrylic-nails-and-polygel/polygel-hard-gel-and-builder-gel/led-and-uv-clear-gel/SBS-527317.html,15.79,20.21,22,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw70a28c12/images/large/SBS-527317.png?sw=650&sh=650,active,"sallybeauty,drop6,nails"
