SKU,Title,Description,Price,Compare-at price,Inventory quantity,Product image URL,Additional image URLs,Status,Tags,Vendor,Product type,Requires shipping,Weight (lb),Shipping details,Source URL
ADDONLY-SB-DROP7-011-222317,Wrath Semi Permanent Hair Color 8 oz.,"No harsh chemicals such as peroxide, ammonia, ethyl alcohol, or PPD 15% of all profits donated to charities focused on ending animal abuse Bright Vivid and Highly Pigmented Colors 100% vegan and 100% cruelty-free Long Lasting (4 - 8 weeks) Arctic Fox color is long-lasting semi-permanent hair color that bleeds less than other semi-permanent brands, and contains added conditioners. The dye contains none of the harsh chemicals often found in other dyes, such as peroxide, ammonia, ethyl alcohol, or PPD. All Arctic Fox colors are 100% vegan and 100% cruelty-free, and 15% of all profits are donated to animal-centered charities. Arctic Fox color Purple AF was formerly known as Purple Rain. Brand: Arctic Fox. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/hair-color/shop-by-type/semi-permanent-hair-color/wrath-semi-permanent-hair-color-8-oz./SBS-222317.html",19.99,24.99,500,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw01cf8695/images/large/SBS-222317-2.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw01cf8695/images/large/SBS-222317-2.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw89dfb89c/images/large/SBS-222317-5.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw89dfb89c/images/large/SBS-222317-5.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw9125f50a/images/large/SBS-222317-1.jpg?sw=750&sh=750&sfrm=png,active,"sallybeauty,drop7,shop-by-type-semi-permanent-hair-color",Arctic Fox,Shop by Type / Semi-Permanent Hair Color,TRUE,0.5,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/hair-color/shop-by-type/semi-permanent-hair-color/wrath-semi-permanent-hair-color-8-oz./SBS-222317.html
ADDONLY-SB-DROP7-012-164351,Drip & Clog Proof Nail Glue,"Instantly bonds to nails Ingenious applicator stops drips and spills Great for mending broken nails 100% Vegan Free of sulfates, gluten, parabens, alcohol, phthalates, soy, petroleum and silicone Make sure your next mani sticks with Beauty Secrets Drip and Clog Proof Nail Glue! This powerful formula bonds instantly to your nails, creating a secure grip for any press-on manicures or an air-tight seal to keep broken nails in place. Our unique no-mess applicator works to prevent drips and spills during application - just press down on the yellow button to puncture the nozzle, then unscrew while leaving the button on, and gently squeeze to apply what you need. Twist it back to close off the flow and voila! A mess-free, long-lasting manicure that's locked in place instantly. Our formula is 100% vegan while also free of gluten, parabens, sulfates, phthalates, alcohol, soy, petroleum and silicone. Beauty Secrets prides itself on having the best stock of essentials to show off your creativity. From dip powders and polishes to brushes and kits and everything in between, Beauty Secrets opens up a world of beauty that you can create from the comfort of your own home. Limit 6 per customer in a 30 day period.* Brand: Beauty Secrets. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: Yes; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/nails/acrylic-nails-and-polygel/nail-glue/drip-and-clog-proof-nail-glue/SBS-164351.html",7.49,9.36,500,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw085f6849/images/large/SBS-164351-4.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw085f6849/images/large/SBS-164351-4.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw109f0796/images/large/SBS-164351-5.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw109f0796/images/large/SBS-164351-5.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw1ca986ee/images/large/SBS-164351-2.jpg?sw=750&sh=750&sfrm=png,active,"sallybeauty,drop7,acrylic-nails-nail-glue",Beauty Secrets,Acrylic Nails / Nail Glue,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: Yes; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/nails/acrylic-nails-and-polygel/nail-glue/drip-and-clog-proof-nail-glue/SBS-164351.html
ADDONLY-SB-DROP7-013-018765,Luxe Carousel Auto Rotating Curling Iron,Bi-directional rotating control for customized comfort and ease Millions of negative ions for added shine and reduce frizz Automated rotating technology Auto shut off after 60 min 5 temperature settings 1.25IN Ceramic barrel Smart timing function Create effortless waves or curls with just the touch of a button. This auto rotating curling iron makes curling your hair so much easier! Perfect for all hair lengths and textures. Brand: ion Luxe Solutions. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/tools-and-brushes/curling-irons-and-wands/curling-irons/luxe-carousel-auto-rotating-curling-iron/SBS-018765.html,44.99,56.24,500,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw08b5df1b/images/large/SBS-018765.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw08b5df1b/images/large/SBS-018765.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw1fc202d4/images/large/SBS-018765-3.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw1fc202d4/images/large/SBS-018765-3.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw43abdc15/images/large/SBS-018765-5.jpg?sw=750&sh=750&sfrm=png,active,"sallybeauty,drop7,shop-all-curling-irons-wands-curling-irons",ion Luxe Solutions,Shop All Curling Irons & Wands / Curling Irons,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/tools-and-brushes/curling-irons-and-wands/curling-irons/luxe-carousel-auto-rotating-curling-iron/SBS-018765.html
ADDONLY-SB-DROP7-014-646702,Digital Nano Silver Flat Iron 1 1/4 inch,"The high performance Professional Digital Nano-Silver Flat Iron (1 1/4 Inch) uses nano-silver to enhance healthier hair, leaving it smoother shinier and more manageable Uses an advanced microprocessor and ceramic heaters for flash-quick heat up and simultaneous heat recovery to prevent plates cycling from hot to cold Tourmaline ceramic plates emit ultra-high, even heat with no hot spots to protect hair from heat damage; LED display provides real-time heat information The Nano-Silver wide 1 1/4 inch floating plates design is ideal for ease of styling on thick, long hair Heat range from 300°F to 450°F, auto-shut off after 60 minutes, and dual voltage for world-wide use The Tool Science Professional Digital Nano-Silver Flat Iron (1 1/4 Inch) uses nano silver's unique properties to enhance healthier hair, leaving it smoother shinier and more manageable. The Nano-Silver Digital Flat Iron uses an advanced microprocessor and ceramic heaters for flash-quick heat up and simultaneous heat recovery to prevent plates cycling from hot to cold. The high performance nano-silver tourmaline ceramic plates emit ultra high, even heat with no hot spots to protect from heat damage and enhanced healthier hair. A LED temperature read out provides accurate, real-time heat information. The wide 1 1/4 inch floating plates design is ideal for ease of styling on thick, long hair. Includes an auto-shut off program that turns off the iron automatically after 60 minutes and automatic dual voltage for global use with no converter required. Heat range from 300°F to 450°F. Why Nano-Silver? Today's science focuses on Nanotechnology. It is the technology of creating billions of particles from one particle to magnify the performance, improve functionality and uniformity of a material - in this case silver. Nano Silvers unique properties enhance healthier hair, leaving it smoother, shinier and more manageable. Brand: Tool Science. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/tools-and-brushes/flat-irons-and-hair-straighteners/digital-nano-silver-flat-iron-1-1-4-inch/SBS-646702.html",34.99,43.74,500,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw9797141e/images/large/SBS-646702.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw9797141e/images/large/SBS-646702.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwb95fc26c/images/large/SBS-646702-1.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwb95fc26c/images/large/SBS-646702-1.png?sw=650&sh=650,active,"sallybeauty,drop7,tools-brushes-flat-irons-hair-straighteners",Tool Science,Tools & Brushes / Flat Irons & Hair Straighteners,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/tools-and-brushes/flat-irons-and-hair-straighteners/digital-nano-silver-flat-iron-1-1-4-inch/SBS-646702.html
ADDONLY-SB-DROP7-015-000014,Lava Volcanic Ceramic Flat Iron 1 Inch,"Produces Ions infusing hair with hydration and shine Volcanic lava powders offer extreme durability Maximum temperature of up to 450°F/232°C Digital and adjustable Temperature Display 1 Inch Volcanic Lava Ceramic Plate Minerals help strengthen the hair 110-240V, 50/60HZ, 42W 30 Sec. heat up time 1-Hour auto shut off 11 ft swivel cord Quick heat up Dual Voltage Volcanic Lava Ceramic Plates - The power of CHI Ceramic infused with volcanic lava derived from lava rocks provides gentle consistent heat during styling. This combination allows styling at lower than normal temperatures producing less damage to the hair while offering smooth, shiny results. Sourced from some of the most effective heat conducting materials found on earth; volcanic lava combined with the power of CHI ceramic creates smooth, sleek results without the damaging effects of high-heat styling. This innovative combination of elements offers an incredibly smooth styling surface for effortless glide-ability on unruly and coarse hair textures. Heat damage is reduced by the ability to use lower temperature settings than traditional heat styling. With increased durability, lightweight design and extended plate length creating salon quality styles is easier than ever before. The CHI Lava Volcanic Ceramic Flat Iron won a Good Housekeeping 2021 Beauty Award. The CHI Lava is named the ""Sleekest Flat Iron,"" making it the best flat iron you can buy, tested by Good Housekeeping scientists. Brand: CHI Lava. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/tools-and-brushes/flat-irons-and-hair-straighteners/lava-volcanic-ceramic-flat-iron-1-inch/SBS-000014.html",149.99,187.49,1,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw1eb93364/images/large/SBS-000014.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw1eb93364/images/large/SBS-000014.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw4438f911/images/large/SBS-000014-4.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw4438f911/images/large/SBS-000014-4.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw461e6a5f/images/large/SBS-000014-1.jpg?sw=750&sh=750&sfrm=png,active,"sallybeauty,drop7,tools-brushes-flat-irons-hair-straighteners",CHI Lava,Tools & Brushes / Flat Irons & Hair Straighteners,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/tools-and-brushes/flat-irons-and-hair-straighteners/lava-volcanic-ceramic-flat-iron-1-inch/SBS-000014.html
ADDONLY-SB-DROP7-016-301608,One Stroke Flat Iron 1 inch,"Fast heat-up in just 45 seconds Straightens hair in one stroke Digital temperature readout Minimizes heat damage Dual voltage Experience the pinnacle of hairstyling precision with the ion One Stroke Flat Iron. This revolutionary tool straightens hair effortlessly in just one stroke, all while minimizing excessive and damaging heat. Powered by cutting-edge Temperature Sensor Circuit (TSC) technology, this flat iron achieves operating temperature in a mere 45 seconds, offering unparalleled heat stability and an impressive recovery time of 6-8 seconds. Enjoy a constant operating temperature from roots to ends, thanks to tri-layer heaters with embedded TSC technology that reads real-time temperatures across the entire plate surface. Infused with tourmaline and Japanese Ionic-Ceramic minerals, this flat iron ensures fast heat-up, digital temperature readout and minimizes heat damage. The unique design facilitates a swift one-stroke straightening process. With a 120-minute auto shut-off feature and dual voltage compatibility, it's the epitome of convenience and safety in hairstyling technology. Redefine your straightening routine with the ion One Stroke Flat Iron, where innovation meets efficiency for superior results at your fingertips. Brand: ion. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/tools-and-brushes/flat-irons-and-hair-straighteners/one-stroke-flat-iron-1-inch/SBS-301608.html",39.99,49.99,500,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw03e87533/images/large/SBS-301608-5.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw03e87533/images/large/SBS-301608-5.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw41789284/images/large/SBS-301608.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw41789284/images/large/SBS-301608.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwa7762035/images/large/SBS-301608-1.jpg?sw=750&sh=750&sfrm=png,active,"sallybeauty,drop7,tools-brushes-flat-irons-hair-straighteners",ion,Tools & Brushes / Flat Irons & Hair Straighteners,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/tools-and-brushes/flat-irons-and-hair-straighteners/one-stroke-flat-iron-1-inch/SBS-301608.html
ADDONLY-SB-DROP7-017-345342,Prima Titanium Flat Iron 1 Inch,"Titanium creates a smooth, shiny finish by helping to close hair’s cuticle Titanium produces far-infrared heat, to protect hair’s luster while styling Multi-Function – straightens, waves and curls with maximum ease Titanium transfers ultra-high temperatures for faster styling Ultra Smooth and durable titanium plates for shiny hair Slim design and ultra-lightweight for maximum comfort Housing Material: Stainless Steel Heating Material: Titanium Heat/Speed Settings: 5 Heating Time: 30 sec. Cord Length: 9 ft Heat Max.: 450 The BaBylissPRO Prima Titanium Flat Iron has a built-in ceramic heater so it gets hot instantly...and stays hot. Maintaining precise temperatures for uninterrupted, consistent heat creating long-lasting style. This flat iron heats quickly up to 450° F. The stainless steel housing around the plates also heats up, making this iron perfect for adding soft waves or perfect curls. Brand: BaBylissPRO. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/tools-and-brushes/flat-irons-and-hair-straighteners/prima-titanium-flat-iron-1-inch/SBS-345342.html",57.49,71.86,139,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw7da68468/images/large/SBS-345342-1.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw7da68468/images/large/SBS-345342-1.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwa2b605a7/images/large/SBS-345342-2.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwa2b605a7/images/large/SBS-345342-2.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwc83a0f48/images/large/SBS-345342.jpg?sw=750&sh=750&sfrm=png,active,"sallybeauty,drop7,tools-brushes-flat-irons-hair-straighteners",BaBylissPRO,Tools & Brushes / Flat Irons & Hair Straighteners,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/tools-and-brushes/flat-irons-and-hair-straighteners/prima-titanium-flat-iron-1-inch/SBS-345342.html
ADDONLY-SB-DROP7-018-017426,Compact Thermal Paddle Brush,"Nano Titanium-coated bristles smooth and add shine for all hair types Straighten and touchup second-day hair, without losing volume 3 temperature settings (320⁰F, 355⁰F, 395⁰F), for all hair types Compact, 8 1/4"" length for on-the-go styling 1 Year Warranty 6' Power Cord Dual Voltage Compact Size - Full Power! The NEW Compact Thermal Paddle Brush is great for straightening and smoothing unruly hair, on-the-go. Brand: BaBylissPRO Nano Titanium. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/tools-and-brushes/flat-irons-and-hair-straighteners/straightening-brush/compact-thermal-paddle-brush/SBS-017426.html",54.99,68.74,203,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw160738c0/images/large/SBS-017426.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw160738c0/images/large/SBS-017426.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw8f81b5a8/images/large/SBS-017426-2.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw8f81b5a8/images/large/SBS-017426-2.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwa415d5dc/images/large/SBS-017426-1.jpg?sw=750&sh=750&sfrm=png,active,"sallybeauty,drop7,flat-irons-hair-straighteners-straightening-brush",BaBylissPRO Nano Titanium,Flat Irons & Hair Straighteners / Straightening Brush,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/tools-and-brushes/flat-irons-and-hair-straighteners/straightening-brush/compact-thermal-paddle-brush/SBS-017426.html
ADDONLY-SB-DROP7-019-008819,GOLDFX Outlining Trimmer,"DLC Titanium Ultra Thin Blade (Replacement blade FX707Z) High-torque, Brushless, 7200 RPM Engine All-metal housing/knurled barbell grip Lithium ion battery 2-hour runtime Exposed T- blade with 360 ̊ view Cord/cordless–dual voltage Limited 2-year warranty Zero Gap Tool Included Detent hanging hook GoldFX is a professional, all-metal, cord/cordless lithium outlining trimmer. Featuring an exposed T-blade with 360 degree views, making this the first of a kind! The perfect tool for crispy edge-ups, hard lines, and all other detail work. Welcome to the new gold standard of outlining trimmers. Clipper and Trimmer Sales are Final* Brand: BaBylissPRO GOLDFX. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/tools-and-brushes/hair-cutting-tools/clippers-and-trimmers/goldfx-outlining-trimmer/SBS-008819.html",229.99,287.49,482,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw594b01df/images/large/SBS-008819.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw594b01df/images/large/SBS-008819.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw85986ebc/images/large/SBS-008819-1.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw85986ebc/images/large/SBS-008819-1.png?sw=650&sh=650,active,"sallybeauty,drop7,hair-cutting-tools-clippers-trimmers",BaBylissPRO GOLDFX,Hair Cutting Tools / Clippers & Trimmers,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/tools-and-brushes/hair-cutting-tools/clippers-and-trimmers/goldfx-outlining-trimmer/SBS-008819.html
ADDONLY-SB-DROP7-020-003962,Deep/Dark Powder Contour Palette,"3 shades for highlight & 3 shades for contour Natural matte finish Buildable formula Creamy Achieve a beautifully sculpted and defined face with these three highlight and three contour shades conveniently bundled in one palette. Housed in a sturdy magnetic-closure palette, these colors will quickly become some of your favorites in your makeup kit. You’ll get a smooth application every time thanks to our pigmented soft powder formula. Brand: Kokie. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/beauty/makeup/face/deep-dark-powder-contour-palette/SBS-003962.html",14.99,18.74,32,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw7edc701c/images/large/SBS-003962-1.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw7edc701c/images/large/SBS-003962-1.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwd24e495c/images/large/SBS-003962.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwd24e495c/images/large/SBS-003962.png?sw=650&sh=650,active,"sallybeauty,drop7,makeup-face",Kokie,Makeup / Face,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/beauty/makeup/face/deep-dark-powder-contour-palette/SBS-003962.html
ADDONLY-SB-DROP7-021-009403,Setting Spray,"Glowbloom products are always cruelty-free. Locks in makeup for a finished look. Don't mess up that make-up! Apply setting spray after make-up application, and throughout the day as needed. Brand: Glowbloom. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/beauty/makeup/face/setting-spray/SBS-009403.html",7.29,9.11,65,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwd0c5b6c1/images/large/SBS-009403.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwd0c5b6c1/images/large/SBS-009403.png?sw=650&sh=650,active,"sallybeauty,drop7,makeup-face",Glowbloom,Makeup / Face,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/beauty/makeup/face/setting-spray/SBS-009403.html
ADDONLY-SB-DROP7-022-528401,Instant Arched Brows,"Includes 6 eye brow stencils Perfect brows every time Simple to apply Safe and easy to use, Fran Wilson Instant Brows are peel off shaping stencils that help you create the perfect brows instantly. Simply apply the stencil to the eyebrow area and fill in with shadow or a liner pencil. Each pack contains six eye brow stencils. Brand: Fran Wilson. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/beauty/makeup/eyebrows/instant-arched-brows/SBS-528401.html",5.19,6.49,500,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw64da27c3/images/large/SBS-528401-1.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw64da27c3/images/large/SBS-528401-1.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw7cfdaad5/images/large/SBS-528401.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw7cfdaad5/images/large/SBS-528401.png?sw=650&sh=650,active,"sallybeauty,drop7,makeup-eye-makeup",Fran Wilson,Makeup / Eye Makeup,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/beauty/makeup/eyebrows/instant-arched-brows/SBS-528401.html
