SKU,Title,URL handle,Description,Price,Compare-at price,Inventory quantity,Product image URL,Status,Tags
COLOGNE-00033,Elite Fresh Cologne 30ml 033,elite-fresh-cologne-30ml-033,"Elite men's cologne with fresh notes. 30ml bottle, long-lasting scent profile.",48.39,65.33,53,https://unsplash.com/photos/OD1fzMu-UoY/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00034,Sport Spicy Cologne 50ml 034,sport-spicy-cologne-50ml-034,"Sport men's cologne with spicy notes. 50ml bottle, long-lasting scent profile.",50.19,67.76,54,https://unsplash.com/photos/2-wwsTjyxcY/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00035,Reserve Amber Cologne 75ml 035,reserve-amber-cologne-75ml-035,"Reserve men's cologne with amber notes. 75ml bottle, long-lasting scent profile.",51.99,70.19,55,https://unsplash.com/photos/aorgVxTpNho/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00036,Classic Aromatic Cologne 100ml 036,classic-aromatic-cologne-100ml-036,"Classic men's cologne with aromatic notes. 100ml bottle, long-lasting scent profile.",53.79,72.62,56,https://unsplash.com/photos/qfcXyG3cUJ8/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00037,Signature Marine Cologne 30ml 037,signature-marine-cologne-30ml-037,"Signature men's cologne with marine notes. 30ml bottle, long-lasting scent profile.",55.59,75.05,57,https://unsplash.com/photos/olwncwHENlQ/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00038,Noir Leather Cologne 50ml 038,noir-leather-cologne-50ml-038,"Noir men's cologne with leather notes. 50ml bottle, long-lasting scent profile.",57.39,77.48,58,https://unsplash.com/photos/-eYFABw8b0c/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00039,Elite Floral Cologne 75ml 039,elite-floral-cologne-75ml-039,"Elite men's cologne with floral notes. 75ml bottle, long-lasting scent profile.",59.19,79.91,59,https://unsplash.com/photos/Qjdzsw-lBJ4/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00040,Sport Musk Cologne 100ml 040,sport-musk-cologne-100ml-040,"Sport men's cologne with musk notes. 100ml bottle, long-lasting scent profile.",24.99,33.74,60,https://unsplash.com/photos/mtCh6Ny8LaU/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00041,Reserve Citrus Cologne 30ml 041,reserve-citrus-cologne-30ml-041,"Reserve men's cologne with citrus notes. 30ml bottle, long-lasting scent profile.",26.79,36.17,61,https://unsplash.com/photos/-bNjKyrm9CM/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00042,Classic Woody Cologne 50ml 042,classic-woody-cologne-50ml-042,"Classic men's cologne with woody notes. 50ml bottle, long-lasting scent profile.",28.59,38.60,62,https://unsplash.com/photos/xsS6wfjFTcw/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00043,Signature Fresh Cologne 75ml 043,signature-fresh-cologne-75ml-043,"Signature men's cologne with fresh notes. 75ml bottle, long-lasting scent profile.",30.39,41.03,63,https://unsplash.com/photos/XlacyI9_9DI/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00044,Noir Spicy Cologne 100ml 044,noir-spicy-cologne-100ml-044,"Noir men's cologne with spicy notes. 100ml bottle, long-lasting scent profile.",32.19,43.46,64,https://unsplash.com/photos/3C5ZfCLSGC4/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00045,Elite Amber Cologne 30ml 045,elite-amber-cologne-30ml-045,"Elite men's cologne with amber notes. 30ml bottle, long-lasting scent profile.",33.99,45.89,65,https://unsplash.com/photos/OD1fzMu-UoY/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00046,Sport Aromatic Cologne 50ml 046,sport-aromatic-cologne-50ml-046,"Sport men's cologne with aromatic notes. 50ml bottle, long-lasting scent profile.",35.79,48.32,66,https://unsplash.com/photos/2-wwsTjyxcY/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00047,Reserve Marine Cologne 75ml 047,reserve-marine-cologne-75ml-047,"Reserve men's cologne with marine notes. 75ml bottle, long-lasting scent profile.",37.59,50.75,67,https://unsplash.com/photos/aorgVxTpNho/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00048,Classic Leather Cologne 100ml 048,classic-leather-cologne-100ml-048,"Classic men's cologne with leather notes. 100ml bottle, long-lasting scent profile.",39.39,53.18,68,https://unsplash.com/photos/qfcXyG3cUJ8/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00049,Signature Floral Cologne 30ml 049,signature-floral-cologne-30ml-049,"Signature men's cologne with floral notes. 30ml bottle, long-lasting scent profile.",41.19,55.61,69,https://unsplash.com/photos/olwncwHENlQ/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00050,Noir Musk Cologne 50ml 050,noir-musk-cologne-50ml-050,"Noir men's cologne with musk notes. 50ml bottle, long-lasting scent profile.",42.99,58.04,70,https://unsplash.com/photos/-eYFABw8b0c/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00051,Elite Citrus Cologne 75ml 051,elite-citrus-cologne-75ml-051,"Elite men's cologne with citrus notes. 75ml bottle, long-lasting scent profile.",44.79,60.47,71,https://unsplash.com/photos/Qjdzsw-lBJ4/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00052,Sport Woody Cologne 100ml 052,sport-woody-cologne-100ml-052,"Sport men's cologne with woody notes. 100ml bottle, long-lasting scent profile.",46.59,62.90,72,https://unsplash.com/photos/mtCh6Ny8LaU/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00053,Reserve Fresh Cologne 30ml 053,reserve-fresh-cologne-30ml-053,"Reserve men's cologne with fresh notes. 30ml bottle, long-lasting scent profile.",48.39,65.33,73,https://unsplash.com/photos/-bNjKyrm9CM/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00054,Classic Spicy Cologne 50ml 054,classic-spicy-cologne-50ml-054,"Classic men's cologne with spicy notes. 50ml bottle, long-lasting scent profile.",50.19,67.76,74,https://unsplash.com/photos/xsS6wfjFTcw/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00055,Signature Amber Cologne 75ml 055,signature-amber-cologne-75ml-055,"Signature men's cologne with amber notes. 75ml bottle, long-lasting scent profile.",51.99,70.19,75,https://unsplash.com/photos/XlacyI9_9DI/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00056,Noir Aromatic Cologne 100ml 056,noir-aromatic-cologne-100ml-056,"Noir men's cologne with aromatic notes. 100ml bottle, long-lasting scent profile.",53.79,72.62,76,https://unsplash.com/photos/3C5ZfCLSGC4/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00057,Elite Marine Cologne 30ml 057,elite-marine-cologne-30ml-057,"Elite men's cologne with marine notes. 30ml bottle, long-lasting scent profile.",55.59,75.05,77,https://unsplash.com/photos/OD1fzMu-UoY/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00058,Sport Leather Cologne 50ml 058,sport-leather-cologne-50ml-058,"Sport men's cologne with leather notes. 50ml bottle, long-lasting scent profile.",57.39,77.48,78,https://unsplash.com/photos/2-wwsTjyxcY/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00059,Reserve Floral Cologne 75ml 059,reserve-floral-cologne-75ml-059,"Reserve men's cologne with floral notes. 75ml bottle, long-lasting scent profile.",59.19,79.91,79,https://unsplash.com/photos/aorgVxTpNho/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00060,Classic Musk Cologne 100ml 060,classic-musk-cologne-100ml-060,"Classic men's cologne with musk notes. 100ml bottle, long-lasting scent profile.",24.99,33.74,80,https://unsplash.com/photos/qfcXyG3cUJ8/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00061,Signature Citrus Cologne 30ml 061,signature-citrus-cologne-30ml-061,"Signature men's cologne with citrus notes. 30ml bottle, long-lasting scent profile.",26.79,36.17,81,https://unsplash.com/photos/olwncwHENlQ/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00062,Noir Woody Cologne 50ml 062,noir-woody-cologne-50ml-062,"Noir men's cologne with woody notes. 50ml bottle, long-lasting scent profile.",28.59,38.60,82,https://unsplash.com/photos/-eYFABw8b0c/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00063,Elite Fresh Cologne 75ml 063,elite-fresh-cologne-75ml-063,"Elite men's cologne with fresh notes. 75ml bottle, long-lasting scent profile.",30.39,41.03,83,https://unsplash.com/photos/Qjdzsw-lBJ4/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00064,Sport Spicy Cologne 100ml 064,sport-spicy-cologne-100ml-064,"Sport men's cologne with spicy notes. 100ml bottle, long-lasting scent profile.",32.19,43.46,84,https://unsplash.com/photos/mtCh6Ny8LaU/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00065,Reserve Amber Cologne 30ml 065,reserve-amber-cologne-30ml-065,"Reserve men's cologne with amber notes. 30ml bottle, long-lasting scent profile.",33.99,45.89,85,https://unsplash.com/photos/-bNjKyrm9CM/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00066,Classic Aromatic Cologne 50ml 066,classic-aromatic-cologne-50ml-066,"Classic men's cologne with aromatic notes. 50ml bottle, long-lasting scent profile.",35.79,48.32,86,https://unsplash.com/photos/xsS6wfjFTcw/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00067,Signature Marine Cologne 75ml 067,signature-marine-cologne-75ml-067,"Signature men's cologne with marine notes. 75ml bottle, long-lasting scent profile.",37.59,50.75,87,https://unsplash.com/photos/XlacyI9_9DI/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00068,Noir Leather Cologne 100ml 068,noir-leather-cologne-100ml-068,"Noir men's cologne with leather notes. 100ml bottle, long-lasting scent profile.",39.39,53.18,88,https://unsplash.com/photos/3C5ZfCLSGC4/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00069,Elite Floral Cologne 30ml 069,elite-floral-cologne-30ml-069,"Elite men's cologne with floral notes. 30ml bottle, long-lasting scent profile.",41.19,55.61,89,https://unsplash.com/photos/OD1fzMu-UoY/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00070,Sport Musk Cologne 50ml 070,sport-musk-cologne-50ml-070,"Sport men's cologne with musk notes. 50ml bottle, long-lasting scent profile.",42.99,58.04,90,https://unsplash.com/photos/2-wwsTjyxcY/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00071,Reserve Citrus Cologne 75ml 071,reserve-citrus-cologne-75ml-071,"Reserve men's cologne with citrus notes. 75ml bottle, long-lasting scent profile.",44.79,60.47,91,https://unsplash.com/photos/aorgVxTpNho/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00072,Classic Woody Cologne 100ml 072,classic-woody-cologne-100ml-072,"Classic men's cologne with woody notes. 100ml bottle, long-lasting scent profile.",46.59,62.90,92,https://unsplash.com/photos/qfcXyG3cUJ8/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00073,Signature Fresh Cologne 30ml 073,signature-fresh-cologne-30ml-073,"Signature men's cologne with fresh notes. 30ml bottle, long-lasting scent profile.",48.39,65.33,93,https://unsplash.com/photos/olwncwHENlQ/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00074,Noir Spicy Cologne 50ml 074,noir-spicy-cologne-50ml-074,"Noir men's cologne with spicy notes. 50ml bottle, long-lasting scent profile.",50.19,67.76,94,https://unsplash.com/photos/-eYFABw8b0c/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00075,Elite Amber Cologne 75ml 075,elite-amber-cologne-75ml-075,"Elite men's cologne with amber notes. 75ml bottle, long-lasting scent profile.",51.99,70.19,95,https://unsplash.com/photos/Qjdzsw-lBJ4/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00076,Sport Aromatic Cologne 100ml 076,sport-aromatic-cologne-100ml-076,"Sport men's cologne with aromatic notes. 100ml bottle, long-lasting scent profile.",53.79,72.62,96,https://unsplash.com/photos/mtCh6Ny8LaU/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00077,Reserve Marine Cologne 30ml 077,reserve-marine-cologne-30ml-077,"Reserve men's cologne with marine notes. 30ml bottle, long-lasting scent profile.",55.59,75.05,97,https://unsplash.com/photos/-bNjKyrm9CM/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00078,Classic Leather Cologne 50ml 078,classic-leather-cologne-50ml-078,"Classic men's cologne with leather notes. 50ml bottle, long-lasting scent profile.",57.39,77.48,98,https://unsplash.com/photos/xsS6wfjFTcw/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00079,Signature Floral Cologne 75ml 079,signature-floral-cologne-75ml-079,"Signature men's cologne with floral notes. 75ml bottle, long-lasting scent profile.",59.19,79.91,99,https://unsplash.com/photos/XlacyI9_9DI/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00080,Noir Musk Cologne 100ml 080,noir-musk-cologne-100ml-080,"Noir men's cologne with musk notes. 100ml bottle, long-lasting scent profile.",24.99,33.74,100,https://unsplash.com/photos/3C5ZfCLSGC4/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00081,Elite Citrus Cologne 30ml 081,elite-citrus-cologne-30ml-081,"Elite men's cologne with citrus notes. 30ml bottle, long-lasting scent profile.",26.79,36.17,101,https://unsplash.com/photos/OD1fzMu-UoY/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00082,Sport Woody Cologne 50ml 082,sport-woody-cologne-50ml-082,"Sport men's cologne with woody notes. 50ml bottle, long-lasting scent profile.",28.59,38.60,102,https://unsplash.com/photos/2-wwsTjyxcY/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00083,Reserve Fresh Cologne 75ml 083,reserve-fresh-cologne-75ml-083,"Reserve men's cologne with fresh notes. 75ml bottle, long-lasting scent profile.",30.39,41.03,103,https://unsplash.com/photos/aorgVxTpNho/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00084,Classic Spicy Cologne 100ml 084,classic-spicy-cologne-100ml-084,"Classic men's cologne with spicy notes. 100ml bottle, long-lasting scent profile.",32.19,43.46,104,https://unsplash.com/photos/qfcXyG3cUJ8/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00085,Signature Amber Cologne 30ml 085,signature-amber-cologne-30ml-085,"Signature men's cologne with amber notes. 30ml bottle, long-lasting scent profile.",33.99,45.89,105,https://unsplash.com/photos/olwncwHENlQ/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00086,Noir Aromatic Cologne 50ml 086,noir-aromatic-cologne-50ml-086,"Noir men's cologne with aromatic notes. 50ml bottle, long-lasting scent profile.",35.79,48.32,106,https://unsplash.com/photos/-eYFABw8b0c/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00087,Elite Marine Cologne 75ml 087,elite-marine-cologne-75ml-087,"Elite men's cologne with marine notes. 75ml bottle, long-lasting scent profile.",37.59,50.75,107,https://unsplash.com/photos/Qjdzsw-lBJ4/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00088,Sport Leather Cologne 100ml 088,sport-leather-cologne-100ml-088,"Sport men's cologne with leather notes. 100ml bottle, long-lasting scent profile.",39.39,53.18,108,https://unsplash.com/photos/mtCh6Ny8LaU/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00089,Reserve Floral Cologne 30ml 089,reserve-floral-cologne-30ml-089,"Reserve men's cologne with floral notes. 30ml bottle, long-lasting scent profile.",41.19,55.61,109,https://unsplash.com/photos/-bNjKyrm9CM/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00090,Classic Musk Cologne 50ml 090,classic-musk-cologne-50ml-090,"Classic men's cologne with musk notes. 50ml bottle, long-lasting scent profile.",42.99,58.04,20,https://unsplash.com/photos/xsS6wfjFTcw/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00091,Signature Citrus Cologne 75ml 091,signature-citrus-cologne-75ml-091,"Signature men's cologne with citrus notes. 75ml bottle, long-lasting scent profile.",44.79,60.47,21,https://unsplash.com/photos/XlacyI9_9DI/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00092,Noir Woody Cologne 100ml 092,noir-woody-cologne-100ml-092,"Noir men's cologne with woody notes. 100ml bottle, long-lasting scent profile.",46.59,62.90,22,https://unsplash.com/photos/3C5ZfCLSGC4/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00093,Elite Fresh Cologne 30ml 093,elite-fresh-cologne-30ml-093,"Elite men's cologne with fresh notes. 30ml bottle, long-lasting scent profile.",48.39,65.33,23,https://unsplash.com/photos/OD1fzMu-UoY/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00094,Sport Spicy Cologne 50ml 094,sport-spicy-cologne-50ml-094,"Sport men's cologne with spicy notes. 50ml bottle, long-lasting scent profile.",50.19,67.76,24,https://unsplash.com/photos/2-wwsTjyxcY/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00095,Reserve Amber Cologne 75ml 095,reserve-amber-cologne-75ml-095,"Reserve men's cologne with amber notes. 75ml bottle, long-lasting scent profile.",51.99,70.19,25,https://unsplash.com/photos/aorgVxTpNho/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00096,Classic Aromatic Cologne 100ml 096,classic-aromatic-cologne-100ml-096,"Classic men's cologne with aromatic notes. 100ml bottle, long-lasting scent profile.",53.79,72.62,26,https://unsplash.com/photos/qfcXyG3cUJ8/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
COLOGNE-00097,Signature Marine Cologne 30ml 097,signature-marine-cologne-30ml-097,"Signature men's cologne with marine notes. 30ml bottle, long-lasting scent profile.",55.59,75.05,27,https://unsplash.com/photos/olwncwHENlQ/download?force=true&w=1200,active,"cologne,fragrance,men,beauty"
