SKU,Title,URL handle,Description,Price,Compare-at price,Inventory quantity,Product image URL,Status,Tags
WATCH-00073,Classic Silver Watch 073,classic-silver-watch-073,Classic watch in silver finish. Fashion-forward style for daily wear and gifting.,140.24,189.33,21,https://picsum.photos/seed/watch-00073/1200/1200,active,"watch,jewelry,timepiece"
WATCH-00074,Minimal Gold Watch 074,minimal-gold-watch-074,Minimal watch in gold finish. Fashion-forward style for daily wear and gifting.,141.64,191.21,22,https://picsum.photos/seed/watch-00074/1200/1200,active,"watch,jewelry,timepiece"
WATCH-00075,Modern Rose Gold Watch 075,modern-rose-gold-watch-075,Modern watch in rose gold finish. Fashion-forward style for daily wear and gifting.,143.03,193.09,23,https://picsum.photos/seed/watch-00075/1200/1200,active,"watch,jewelry,timepiece"
WATCH-00076,Luxury Black Watch 076,luxury-black-watch-076,Luxury watch in black finish. Fashion-forward style for daily wear and gifting.,144.42,194.97,24,https://picsum.photos/seed/watch-00076/1200/1200,active,"watch,jewelry,timepiece"
WATCH-00077,Everyday Steel Watch 077,everyday-steel-watch-077,Everyday watch in steel finish. Fashion-forward style for daily wear and gifting.,145.81,196.85,25,https://picsum.photos/seed/watch-00077/1200/1200,active,"watch,jewelry,timepiece"
WATCH-00078,Premium Titanium Watch 078,premium-titanium-watch-078,Premium watch in titanium finish. Fashion-forward style for daily wear and gifting.,147.21,198.73,26,https://picsum.photos/seed/watch-00078/1200/1200,active,"watch,jewelry,timepiece"
WATCH-00079,Slim Silver Watch 079,slim-silver-watch-079,Slim watch in silver finish. Fashion-forward style for daily wear and gifting.,148.60,200.61,27,https://picsum.photos/seed/watch-00079/1200/1200,active,"watch,jewelry,timepiece"
WATCH-00080,Bold Gold Watch 080,bold-gold-watch-080,Bold watch in gold finish. Fashion-forward style for daily wear and gifting.,149.99,202.49,28,https://picsum.photos/seed/watch-00080/1200/1200,active,"watch,jewelry,timepiece"
RING-00001,Classic Silver Ring 001,classic-silver-ring-001,Classic ring in silver finish. Fashion-forward style for daily wear and gifting.,12.99,17.54,9,https://picsum.photos/seed/ring-00001/1200/1200,active,"ring,jewelry"
RING-00002,Minimal Gold Ring 002,minimal-gold-ring-002,Minimal ring in gold finish. Fashion-forward style for daily wear and gifting.,14.15,19.11,10,https://picsum.photos/seed/ring-00002/1200/1200,active,"ring,jewelry"
RING-00003,Modern Rose Gold Ring 003,modern-rose-gold-ring-003,Modern ring in rose gold finish. Fashion-forward style for daily wear and gifting.,15.32,20.68,11,https://picsum.photos/seed/ring-00003/1200/1200,active,"ring,jewelry"
RING-00004,Luxury Black Ring 004,luxury-black-ring-004,Luxury ring in black finish. Fashion-forward style for daily wear and gifting.,16.48,22.25,12,https://picsum.photos/seed/ring-00004/1200/1200,active,"ring,jewelry"
RING-00005,Everyday Steel Ring 005,everyday-steel-ring-005,Everyday ring in steel finish. Fashion-forward style for daily wear and gifting.,17.64,23.82,13,https://picsum.photos/seed/ring-00005/1200/1200,active,"ring,jewelry"
RING-00006,Premium Titanium Ring 006,premium-titanium-ring-006,Premium ring in titanium finish. Fashion-forward style for daily wear and gifting.,18.81,25.39,14,https://picsum.photos/seed/ring-00006/1200/1200,active,"ring,jewelry"
RING-00007,Slim Silver Ring 007,slim-silver-ring-007,Slim ring in silver finish. Fashion-forward style for daily wear and gifting.,19.97,26.96,15,https://picsum.photos/seed/ring-00007/1200/1200,active,"ring,jewelry"
RING-00008,Bold Gold Ring 008,bold-gold-ring-008,Bold ring in gold finish. Fashion-forward style for daily wear and gifting.,21.13,28.53,16,https://picsum.photos/seed/ring-00008/1200/1200,active,"ring,jewelry"
RING-00009,Classic Rose Gold Ring 009,classic-rose-gold-ring-009,Classic ring in rose gold finish. Fashion-forward style for daily wear and gifting.,22.30,30.10,17,https://picsum.photos/seed/ring-00009/1200/1200,active,"ring,jewelry"
RING-00010,Minimal Black Ring 010,minimal-black-ring-010,Minimal ring in black finish. Fashion-forward style for daily wear and gifting.,23.46,31.67,18,https://picsum.photos/seed/ring-00010/1200/1200,active,"ring,jewelry"
RING-00011,Modern Steel Ring 011,modern-steel-ring-011,Modern ring in steel finish. Fashion-forward style for daily wear and gifting.,24.62,33.24,19,https://picsum.photos/seed/ring-00011/1200/1200,active,"ring,jewelry"
RING-00012,Luxury Titanium Ring 012,luxury-titanium-ring-012,Luxury ring in titanium finish. Fashion-forward style for daily wear and gifting.,25.79,34.81,20,https://picsum.photos/seed/ring-00012/1200/1200,active,"ring,jewelry"
RING-00013,Everyday Silver Ring 013,everyday-silver-ring-013,Everyday ring in silver finish. Fashion-forward style for daily wear and gifting.,26.95,36.38,21,https://picsum.photos/seed/ring-00013/1200/1200,active,"ring,jewelry"
RING-00014,Premium Gold Ring 014,premium-gold-ring-014,Premium ring in gold finish. Fashion-forward style for daily wear and gifting.,28.11,37.95,22,https://picsum.photos/seed/ring-00014/1200/1200,active,"ring,jewelry"
RING-00015,Slim Rose Gold Ring 015,slim-rose-gold-ring-015,Slim ring in rose gold finish. Fashion-forward style for daily wear and gifting.,29.28,39.52,23,https://picsum.photos/seed/ring-00015/1200/1200,active,"ring,jewelry"
RING-00016,Bold Black Ring 016,bold-black-ring-016,Bold ring in black finish. Fashion-forward style for daily wear and gifting.,30.44,41.09,24,https://picsum.photos/seed/ring-00016/1200/1200,active,"ring,jewelry"
RING-00017,Classic Steel Ring 017,classic-steel-ring-017,Classic ring in steel finish. Fashion-forward style for daily wear and gifting.,31.60,42.66,25,https://picsum.photos/seed/ring-00017/1200/1200,active,"ring,jewelry"
RING-00018,Minimal Titanium Ring 018,minimal-titanium-ring-018,Minimal ring in titanium finish. Fashion-forward style for daily wear and gifting.,32.77,44.23,26,https://picsum.photos/seed/ring-00018/1200/1200,active,"ring,jewelry"
RING-00019,Modern Silver Ring 019,modern-silver-ring-019,Modern ring in silver finish. Fashion-forward style for daily wear and gifting.,33.93,45.80,27,https://picsum.photos/seed/ring-00019/1200/1200,active,"ring,jewelry"
RING-00020,Luxury Gold Ring 020,luxury-gold-ring-020,Luxury ring in gold finish. Fashion-forward style for daily wear and gifting.,35.09,47.37,28,https://picsum.photos/seed/ring-00020/1200/1200,active,"ring,jewelry"
RING-00021,Everyday Rose Gold Ring 021,everyday-rose-gold-ring-021,Everyday ring in rose gold finish. Fashion-forward style for daily wear and gifting.,36.26,48.94,29,https://picsum.photos/seed/ring-00021/1200/1200,active,"ring,jewelry"
RING-00022,Premium Black Ring 022,premium-black-ring-022,Premium ring in black finish. Fashion-forward style for daily wear and gifting.,37.42,50.52,30,https://picsum.photos/seed/ring-00022/1200/1200,active,"ring,jewelry"
RING-00023,Slim Steel Ring 023,slim-steel-ring-023,Slim ring in steel finish. Fashion-forward style for daily wear and gifting.,38.58,52.09,31,https://picsum.photos/seed/ring-00023/1200/1200,active,"ring,jewelry"
RING-00024,Bold Titanium Ring 024,bold-titanium-ring-024,Bold ring in titanium finish. Fashion-forward style for daily wear and gifting.,39.75,53.66,32,https://picsum.photos/seed/ring-00024/1200/1200,active,"ring,jewelry"
RING-00025,Classic Silver Ring 025,classic-silver-ring-025,Classic ring in silver finish. Fashion-forward style for daily wear and gifting.,40.91,55.23,33,https://picsum.photos/seed/ring-00025/1200/1200,active,"ring,jewelry"
RING-00026,Minimal Gold Ring 026,minimal-gold-ring-026,Minimal ring in gold finish. Fashion-forward style for daily wear and gifting.,42.07,56.80,34,https://picsum.photos/seed/ring-00026/1200/1200,active,"ring,jewelry"
RING-00027,Modern Rose Gold Ring 027,modern-rose-gold-ring-027,Modern ring in rose gold finish. Fashion-forward style for daily wear and gifting.,43.23,58.37,35,https://picsum.photos/seed/ring-00027/1200/1200,active,"ring,jewelry"
RING-00028,Luxury Black Ring 028,luxury-black-ring-028,Luxury ring in black finish. Fashion-forward style for daily wear and gifting.,44.40,59.94,36,https://picsum.photos/seed/ring-00028/1200/1200,active,"ring,jewelry"
RING-00029,Everyday Steel Ring 029,everyday-steel-ring-029,Everyday ring in steel finish. Fashion-forward style for daily wear and gifting.,45.56,61.51,37,https://picsum.photos/seed/ring-00029/1200/1200,active,"ring,jewelry"
RING-00030,Premium Titanium Ring 030,premium-titanium-ring-030,Premium ring in titanium finish. Fashion-forward style for daily wear and gifting.,46.72,63.08,38,https://picsum.photos/seed/ring-00030/1200/1200,active,"ring,jewelry"
RING-00031,Slim Silver Ring 031,slim-silver-ring-031,Slim ring in silver finish. Fashion-forward style for daily wear and gifting.,47.89,64.65,39,https://picsum.photos/seed/ring-00031/1200/1200,active,"ring,jewelry"
RING-00032,Bold Gold Ring 032,bold-gold-ring-032,Bold ring in gold finish. Fashion-forward style for daily wear and gifting.,49.05,66.22,40,https://picsum.photos/seed/ring-00032/1200/1200,active,"ring,jewelry"
RING-00033,Classic Rose Gold Ring 033,classic-rose-gold-ring-033,Classic ring in rose gold finish. Fashion-forward style for daily wear and gifting.,50.21,67.79,41,https://picsum.photos/seed/ring-00033/1200/1200,active,"ring,jewelry"
RING-00034,Minimal Black Ring 034,minimal-black-ring-034,Minimal ring in black finish. Fashion-forward style for daily wear and gifting.,51.38,69.36,42,https://picsum.photos/seed/ring-00034/1200/1200,active,"ring,jewelry"
RING-00035,Modern Steel Ring 035,modern-steel-ring-035,Modern ring in steel finish. Fashion-forward style for daily wear and gifting.,52.54,70.93,43,https://picsum.photos/seed/ring-00035/1200/1200,active,"ring,jewelry"
RING-00036,Luxury Titanium Ring 036,luxury-titanium-ring-036,Luxury ring in titanium finish. Fashion-forward style for daily wear and gifting.,53.70,72.50,44,https://picsum.photos/seed/ring-00036/1200/1200,active,"ring,jewelry"
RING-00037,Everyday Silver Ring 037,everyday-silver-ring-037,Everyday ring in silver finish. Fashion-forward style for daily wear and gifting.,54.87,74.07,45,https://picsum.photos/seed/ring-00037/1200/1200,active,"ring,jewelry"
RING-00038,Premium Gold Ring 038,premium-gold-ring-038,Premium ring in gold finish. Fashion-forward style for daily wear and gifting.,56.03,75.64,46,https://picsum.photos/seed/ring-00038/1200/1200,active,"ring,jewelry"
RING-00039,Slim Rose Gold Ring 039,slim-rose-gold-ring-039,Slim ring in rose gold finish. Fashion-forward style for daily wear and gifting.,57.19,77.21,47,https://picsum.photos/seed/ring-00039/1200/1200,active,"ring,jewelry"
RING-00040,Bold Black Ring 040,bold-black-ring-040,Bold ring in black finish. Fashion-forward style for daily wear and gifting.,58.36,78.78,48,https://picsum.photos/seed/ring-00040/1200/1200,active,"ring,jewelry"
RING-00041,Classic Steel Ring 041,classic-steel-ring-041,Classic ring in steel finish. Fashion-forward style for daily wear and gifting.,59.52,80.35,49,https://picsum.photos/seed/ring-00041/1200/1200,active,"ring,jewelry"
RING-00042,Minimal Titanium Ring 042,minimal-titanium-ring-042,Minimal ring in titanium finish. Fashion-forward style for daily wear and gifting.,60.68,81.92,50,https://picsum.photos/seed/ring-00042/1200/1200,active,"ring,jewelry"
RING-00043,Modern Silver Ring 043,modern-silver-ring-043,Modern ring in silver finish. Fashion-forward style for daily wear and gifting.,61.85,83.49,51,https://picsum.photos/seed/ring-00043/1200/1200,active,"ring,jewelry"
RING-00044,Luxury Gold Ring 044,luxury-gold-ring-044,Luxury ring in gold finish. Fashion-forward style for daily wear and gifting.,63.01,85.06,52,https://picsum.photos/seed/ring-00044/1200/1200,active,"ring,jewelry"
