SKU,Title,URL handle,Description,Price,Compare-at price,Inventory quantity,Product image URL,Status,Tags
GTSHIRT-00013,Moisture-Wick Golf T-Shirt Classic Fit Green 013,moisture-wick-golf-t-shirt-classic-fit-green-013,Moisture-Wick golf t-shirt in green with classic fit comfort for everyday rounds.,36.24,47.11,28,https://picsum.photos/seed/gtshirt-00013/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00014,Premium Cotton Golf T-Shirt Athletic Fit Blue 014,premium-cotton-golf-t-shirt-athletic-fit-blue-014,Premium Cotton golf t-shirt in blue with athletic fit comfort for everyday rounds.,37.49,48.74,29,https://picsum.photos/seed/gtshirt-00014/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00015,Lightweight Golf T-Shirt Relaxed Fit Red 015,lightweight-golf-t-shirt-relaxed-fit-red-015,Lightweight golf t-shirt in red with relaxed fit comfort for everyday rounds.,19.99,25.99,30,https://picsum.photos/seed/gtshirt-00015/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00016,Performance Golf T-Shirt Slim Fit Sand 016,performance-golf-t-shirt-slim-fit-sand-016,Performance golf t-shirt in sand with slim fit comfort for everyday rounds.,21.24,27.61,31,https://picsum.photos/seed/gtshirt-00016/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00017,Breathable Golf T-Shirt Classic Fit Black 017,breathable-golf-t-shirt-classic-fit-black-017,Breathable golf t-shirt in black with classic fit comfort for everyday rounds.,22.49,29.24,32,https://picsum.photos/seed/gtshirt-00017/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00018,Moisture-Wick Golf T-Shirt Athletic Fit White 018,moisture-wick-golf-t-shirt-athletic-fit-white-018,Moisture-Wick golf t-shirt in white with athletic fit comfort for everyday rounds.,23.74,30.86,33,https://picsum.photos/seed/gtshirt-00018/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00019,Premium Cotton Golf T-Shirt Relaxed Fit Navy 019,premium-cotton-golf-t-shirt-relaxed-fit-navy-019,Premium Cotton golf t-shirt in navy with relaxed fit comfort for everyday rounds.,24.99,32.49,34,https://picsum.photos/seed/gtshirt-00019/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00020,Lightweight Golf T-Shirt Slim Fit Gray 020,lightweight-golf-t-shirt-slim-fit-gray-020,Lightweight golf t-shirt in gray with slim fit comfort for everyday rounds.,26.24,34.11,35,https://picsum.photos/seed/gtshirt-00020/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00021,Performance Golf T-Shirt Classic Fit Green 021,performance-golf-t-shirt-classic-fit-green-021,Performance golf t-shirt in green with classic fit comfort for everyday rounds.,27.49,35.74,36,https://picsum.photos/seed/gtshirt-00021/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00022,Breathable Golf T-Shirt Athletic Fit Blue 022,breathable-golf-t-shirt-athletic-fit-blue-022,Breathable golf t-shirt in blue with athletic fit comfort for everyday rounds.,28.74,37.36,37,https://picsum.photos/seed/gtshirt-00022/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00023,Moisture-Wick Golf T-Shirt Relaxed Fit Red 023,moisture-wick-golf-t-shirt-relaxed-fit-red-023,Moisture-Wick golf t-shirt in red with relaxed fit comfort for everyday rounds.,29.99,38.99,38,https://picsum.photos/seed/gtshirt-00023/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00024,Premium Cotton Golf T-Shirt Slim Fit Sand 024,premium-cotton-golf-t-shirt-slim-fit-sand-024,Premium Cotton golf t-shirt in sand with slim fit comfort for everyday rounds.,31.24,40.61,39,https://picsum.photos/seed/gtshirt-00024/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00025,Lightweight Golf T-Shirt Classic Fit Black 025,lightweight-golf-t-shirt-classic-fit-black-025,Lightweight golf t-shirt in black with classic fit comfort for everyday rounds.,32.49,42.24,40,https://picsum.photos/seed/gtshirt-00025/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00026,Performance Golf T-Shirt Athletic Fit White 026,performance-golf-t-shirt-athletic-fit-white-026,Performance golf t-shirt in white with athletic fit comfort for everyday rounds.,33.74,43.86,41,https://picsum.photos/seed/gtshirt-00026/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00027,Breathable Golf T-Shirt Relaxed Fit Navy 027,breathable-golf-t-shirt-relaxed-fit-navy-027,Breathable golf t-shirt in navy with relaxed fit comfort for everyday rounds.,34.99,45.49,42,https://picsum.photos/seed/gtshirt-00027/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00028,Moisture-Wick Golf T-Shirt Slim Fit Gray 028,moisture-wick-golf-t-shirt-slim-fit-gray-028,Moisture-Wick golf t-shirt in gray with slim fit comfort for everyday rounds.,36.24,47.11,43,https://picsum.photos/seed/gtshirt-00028/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00029,Premium Cotton Golf T-Shirt Classic Fit Green 029,premium-cotton-golf-t-shirt-classic-fit-green-029,Premium Cotton golf t-shirt in green with classic fit comfort for everyday rounds.,37.49,48.74,44,https://picsum.photos/seed/gtshirt-00029/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00030,Lightweight Golf T-Shirt Athletic Fit Blue 030,lightweight-golf-t-shirt-athletic-fit-blue-030,Lightweight golf t-shirt in blue with athletic fit comfort for everyday rounds.,19.99,25.99,45,https://picsum.photos/seed/gtshirt-00030/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00031,Performance Golf T-Shirt Relaxed Fit Red 031,performance-golf-t-shirt-relaxed-fit-red-031,Performance golf t-shirt in red with relaxed fit comfort for everyday rounds.,21.24,27.61,46,https://picsum.photos/seed/gtshirt-00031/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00032,Breathable Golf T-Shirt Slim Fit Sand 032,breathable-golf-t-shirt-slim-fit-sand-032,Breathable golf t-shirt in sand with slim fit comfort for everyday rounds.,22.49,29.24,47,https://picsum.photos/seed/gtshirt-00032/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00033,Moisture-Wick Golf T-Shirt Classic Fit Black 033,moisture-wick-golf-t-shirt-classic-fit-black-033,Moisture-Wick golf t-shirt in black with classic fit comfort for everyday rounds.,23.74,30.86,48,https://picsum.photos/seed/gtshirt-00033/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00034,Premium Cotton Golf T-Shirt Athletic Fit White 034,premium-cotton-golf-t-shirt-athletic-fit-white-034,Premium Cotton golf t-shirt in white with athletic fit comfort for everyday rounds.,24.99,32.49,49,https://picsum.photos/seed/gtshirt-00034/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00035,Lightweight Golf T-Shirt Relaxed Fit Navy 035,lightweight-golf-t-shirt-relaxed-fit-navy-035,Lightweight golf t-shirt in navy with relaxed fit comfort for everyday rounds.,26.24,34.11,50,https://picsum.photos/seed/gtshirt-00035/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00036,Performance Golf T-Shirt Slim Fit Gray 036,performance-golf-t-shirt-slim-fit-gray-036,Performance golf t-shirt in gray with slim fit comfort for everyday rounds.,27.49,35.74,51,https://picsum.photos/seed/gtshirt-00036/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00037,Breathable Golf T-Shirt Classic Fit Green 037,breathable-golf-t-shirt-classic-fit-green-037,Breathable golf t-shirt in green with classic fit comfort for everyday rounds.,28.74,37.36,52,https://picsum.photos/seed/gtshirt-00037/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00038,Moisture-Wick Golf T-Shirt Athletic Fit Blue 038,moisture-wick-golf-t-shirt-athletic-fit-blue-038,Moisture-Wick golf t-shirt in blue with athletic fit comfort for everyday rounds.,29.99,38.99,53,https://picsum.photos/seed/gtshirt-00038/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00039,Premium Cotton Golf T-Shirt Relaxed Fit Red 039,premium-cotton-golf-t-shirt-relaxed-fit-red-039,Premium Cotton golf t-shirt in red with relaxed fit comfort for everyday rounds.,31.24,40.61,54,https://picsum.photos/seed/gtshirt-00039/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00040,Lightweight Golf T-Shirt Slim Fit Sand 040,lightweight-golf-t-shirt-slim-fit-sand-040,Lightweight golf t-shirt in sand with slim fit comfort for everyday rounds.,32.49,42.24,55,https://picsum.photos/seed/gtshirt-00040/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00041,Performance Golf T-Shirt Classic Fit Black 041,performance-golf-t-shirt-classic-fit-black-041,Performance golf t-shirt in black with classic fit comfort for everyday rounds.,33.74,43.86,56,https://picsum.photos/seed/gtshirt-00041/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00042,Breathable Golf T-Shirt Athletic Fit White 042,breathable-golf-t-shirt-athletic-fit-white-042,Breathable golf t-shirt in white with athletic fit comfort for everyday rounds.,34.99,45.49,57,https://picsum.photos/seed/gtshirt-00042/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00043,Moisture-Wick Golf T-Shirt Relaxed Fit Navy 043,moisture-wick-golf-t-shirt-relaxed-fit-navy-043,Moisture-Wick golf t-shirt in navy with relaxed fit comfort for everyday rounds.,36.24,47.11,58,https://picsum.photos/seed/gtshirt-00043/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00044,Premium Cotton Golf T-Shirt Slim Fit Gray 044,premium-cotton-golf-t-shirt-slim-fit-gray-044,Premium Cotton golf t-shirt in gray with slim fit comfort for everyday rounds.,37.49,48.74,59,https://picsum.photos/seed/gtshirt-00044/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00045,Lightweight Golf T-Shirt Classic Fit Green 045,lightweight-golf-t-shirt-classic-fit-green-045,Lightweight golf t-shirt in green with classic fit comfort for everyday rounds.,19.99,25.99,60,https://picsum.photos/seed/gtshirt-00045/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00046,Performance Golf T-Shirt Athletic Fit Blue 046,performance-golf-t-shirt-athletic-fit-blue-046,Performance golf t-shirt in blue with athletic fit comfort for everyday rounds.,21.24,27.61,61,https://picsum.photos/seed/gtshirt-00046/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00047,Breathable Golf T-Shirt Relaxed Fit Red 047,breathable-golf-t-shirt-relaxed-fit-red-047,Breathable golf t-shirt in red with relaxed fit comfort for everyday rounds.,22.49,29.24,62,https://picsum.photos/seed/gtshirt-00047/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00048,Moisture-Wick Golf T-Shirt Slim Fit Sand 048,moisture-wick-golf-t-shirt-slim-fit-sand-048,Moisture-Wick golf t-shirt in sand with slim fit comfort for everyday rounds.,23.74,30.86,63,https://picsum.photos/seed/gtshirt-00048/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00049,Premium Cotton Golf T-Shirt Classic Fit Black 049,premium-cotton-golf-t-shirt-classic-fit-black-049,Premium Cotton golf t-shirt in black with classic fit comfort for everyday rounds.,24.99,32.49,64,https://picsum.photos/seed/gtshirt-00049/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00050,Lightweight Golf T-Shirt Athletic Fit White 050,lightweight-golf-t-shirt-athletic-fit-white-050,Lightweight golf t-shirt in white with athletic fit comfort for everyday rounds.,26.24,34.11,65,https://picsum.photos/seed/gtshirt-00050/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00051,Performance Golf T-Shirt Relaxed Fit Navy 051,performance-golf-t-shirt-relaxed-fit-navy-051,Performance golf t-shirt in navy with relaxed fit comfort for everyday rounds.,27.49,35.74,66,https://picsum.photos/seed/gtshirt-00051/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00052,Breathable Golf T-Shirt Slim Fit Gray 052,breathable-golf-t-shirt-slim-fit-gray-052,Breathable golf t-shirt in gray with slim fit comfort for everyday rounds.,28.74,37.36,67,https://picsum.photos/seed/gtshirt-00052/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00053,Moisture-Wick Golf T-Shirt Classic Fit Green 053,moisture-wick-golf-t-shirt-classic-fit-green-053,Moisture-Wick golf t-shirt in green with classic fit comfort for everyday rounds.,29.99,38.99,68,https://picsum.photos/seed/gtshirt-00053/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00054,Premium Cotton Golf T-Shirt Athletic Fit Blue 054,premium-cotton-golf-t-shirt-athletic-fit-blue-054,Premium Cotton golf t-shirt in blue with athletic fit comfort for everyday rounds.,31.24,40.61,69,https://picsum.photos/seed/gtshirt-00054/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00055,Lightweight Golf T-Shirt Relaxed Fit Red 055,lightweight-golf-t-shirt-relaxed-fit-red-055,Lightweight golf t-shirt in red with relaxed fit comfort for everyday rounds.,32.49,42.24,70,https://picsum.photos/seed/gtshirt-00055/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00056,Performance Golf T-Shirt Slim Fit Sand 056,performance-golf-t-shirt-slim-fit-sand-056,Performance golf t-shirt in sand with slim fit comfort for everyday rounds.,33.74,43.86,71,https://picsum.photos/seed/gtshirt-00056/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00057,Breathable Golf T-Shirt Classic Fit Black 057,breathable-golf-t-shirt-classic-fit-black-057,Breathable golf t-shirt in black with classic fit comfort for everyday rounds.,34.99,45.49,72,https://picsum.photos/seed/gtshirt-00057/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00058,Moisture-Wick Golf T-Shirt Athletic Fit White 058,moisture-wick-golf-t-shirt-athletic-fit-white-058,Moisture-Wick golf t-shirt in white with athletic fit comfort for everyday rounds.,36.24,47.11,73,https://picsum.photos/seed/gtshirt-00058/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00059,Premium Cotton Golf T-Shirt Relaxed Fit Navy 059,premium-cotton-golf-t-shirt-relaxed-fit-navy-059,Premium Cotton golf t-shirt in navy with relaxed fit comfort for everyday rounds.,37.49,48.74,74,https://picsum.photos/seed/gtshirt-00059/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00060,Lightweight Golf T-Shirt Slim Fit Gray 060,lightweight-golf-t-shirt-slim-fit-gray-060,Lightweight golf t-shirt in gray with slim fit comfort for everyday rounds.,19.99,25.99,75,https://picsum.photos/seed/gtshirt-00060/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00061,Performance Golf T-Shirt Classic Fit Green 061,performance-golf-t-shirt-classic-fit-green-061,Performance golf t-shirt in green with classic fit comfort for everyday rounds.,21.24,27.61,76,https://picsum.photos/seed/gtshirt-00061/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00062,Breathable Golf T-Shirt Athletic Fit Blue 062,breathable-golf-t-shirt-athletic-fit-blue-062,Breathable golf t-shirt in blue with athletic fit comfort for everyday rounds.,22.49,29.24,77,https://picsum.photos/seed/gtshirt-00062/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00063,Moisture-Wick Golf T-Shirt Relaxed Fit Red 063,moisture-wick-golf-t-shirt-relaxed-fit-red-063,Moisture-Wick golf t-shirt in red with relaxed fit comfort for everyday rounds.,23.74,30.86,78,https://picsum.photos/seed/gtshirt-00063/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00064,Premium Cotton Golf T-Shirt Slim Fit Sand 064,premium-cotton-golf-t-shirt-slim-fit-sand-064,Premium Cotton golf t-shirt in sand with slim fit comfort for everyday rounds.,24.99,32.49,79,https://picsum.photos/seed/gtshirt-00064/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00065,Lightweight Golf T-Shirt Classic Fit Black 065,lightweight-golf-t-shirt-classic-fit-black-065,Lightweight golf t-shirt in black with classic fit comfort for everyday rounds.,26.24,34.11,80,https://picsum.photos/seed/gtshirt-00065/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00066,Performance Golf T-Shirt Athletic Fit White 066,performance-golf-t-shirt-athletic-fit-white-066,Performance golf t-shirt in white with athletic fit comfort for everyday rounds.,27.49,35.74,81,https://picsum.photos/seed/gtshirt-00066/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00067,Breathable Golf T-Shirt Relaxed Fit Navy 067,breathable-golf-t-shirt-relaxed-fit-navy-067,Breathable golf t-shirt in navy with relaxed fit comfort for everyday rounds.,28.74,37.36,82,https://picsum.photos/seed/gtshirt-00067/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00068,Moisture-Wick Golf T-Shirt Slim Fit Gray 068,moisture-wick-golf-t-shirt-slim-fit-gray-068,Moisture-Wick golf t-shirt in gray with slim fit comfort for everyday rounds.,29.99,38.99,83,https://picsum.photos/seed/gtshirt-00068/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00069,Premium Cotton Golf T-Shirt Classic Fit Green 069,premium-cotton-golf-t-shirt-classic-fit-green-069,Premium Cotton golf t-shirt in green with classic fit comfort for everyday rounds.,31.24,40.61,84,https://picsum.photos/seed/gtshirt-00069/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00070,Lightweight Golf T-Shirt Athletic Fit Blue 070,lightweight-golf-t-shirt-athletic-fit-blue-070,Lightweight golf t-shirt in blue with athletic fit comfort for everyday rounds.,32.49,42.24,85,https://picsum.photos/seed/gtshirt-00070/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00071,Performance Golf T-Shirt Relaxed Fit Red 071,performance-golf-t-shirt-relaxed-fit-red-071,Performance golf t-shirt in red with relaxed fit comfort for everyday rounds.,33.74,43.86,86,https://picsum.photos/seed/gtshirt-00071/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00072,Breathable Golf T-Shirt Slim Fit Sand 072,breathable-golf-t-shirt-slim-fit-sand-072,Breathable golf t-shirt in sand with slim fit comfort for everyday rounds.,34.99,45.49,87,https://picsum.photos/seed/gtshirt-00072/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00073,Moisture-Wick Golf T-Shirt Classic Fit Black 073,moisture-wick-golf-t-shirt-classic-fit-black-073,Moisture-Wick golf t-shirt in black with classic fit comfort for everyday rounds.,36.24,47.11,88,https://picsum.photos/seed/gtshirt-00073/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00074,Premium Cotton Golf T-Shirt Athletic Fit White 074,premium-cotton-golf-t-shirt-athletic-fit-white-074,Premium Cotton golf t-shirt in white with athletic fit comfort for everyday rounds.,37.49,48.74,89,https://picsum.photos/seed/gtshirt-00074/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00075,Lightweight Golf T-Shirt Relaxed Fit Navy 075,lightweight-golf-t-shirt-relaxed-fit-navy-075,Lightweight golf t-shirt in navy with relaxed fit comfort for everyday rounds.,19.99,25.99,90,https://picsum.photos/seed/gtshirt-00075/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00076,Performance Golf T-Shirt Slim Fit Gray 076,performance-golf-t-shirt-slim-fit-gray-076,Performance golf t-shirt in gray with slim fit comfort for everyday rounds.,21.24,27.61,91,https://picsum.photos/seed/gtshirt-00076/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00077,Breathable Golf T-Shirt Classic Fit Green 077,breathable-golf-t-shirt-classic-fit-green-077,Breathable golf t-shirt in green with classic fit comfort for everyday rounds.,22.49,29.24,92,https://picsum.photos/seed/gtshirt-00077/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00078,Moisture-Wick Golf T-Shirt Athletic Fit Blue 078,moisture-wick-golf-t-shirt-athletic-fit-blue-078,Moisture-Wick golf t-shirt in blue with athletic fit comfort for everyday rounds.,23.74,30.86,93,https://picsum.photos/seed/gtshirt-00078/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00079,Premium Cotton Golf T-Shirt Relaxed Fit Red 079,premium-cotton-golf-t-shirt-relaxed-fit-red-079,Premium Cotton golf t-shirt in red with relaxed fit comfort for everyday rounds.,24.99,32.49,94,https://picsum.photos/seed/gtshirt-00079/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00080,Lightweight Golf T-Shirt Slim Fit Sand 080,lightweight-golf-t-shirt-slim-fit-sand-080,Lightweight golf t-shirt in sand with slim fit comfort for everyday rounds.,26.24,34.11,15,https://picsum.photos/seed/gtshirt-00080/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00081,Performance Golf T-Shirt Classic Fit Black 081,performance-golf-t-shirt-classic-fit-black-081,Performance golf t-shirt in black with classic fit comfort for everyday rounds.,27.49,35.74,16,https://picsum.photos/seed/gtshirt-00081/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00082,Breathable Golf T-Shirt Athletic Fit White 082,breathable-golf-t-shirt-athletic-fit-white-082,Breathable golf t-shirt in white with athletic fit comfort for everyday rounds.,28.74,37.36,17,https://picsum.photos/seed/gtshirt-00082/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00083,Moisture-Wick Golf T-Shirt Relaxed Fit Navy 083,moisture-wick-golf-t-shirt-relaxed-fit-navy-083,Moisture-Wick golf t-shirt in navy with relaxed fit comfort for everyday rounds.,29.99,38.99,18,https://picsum.photos/seed/gtshirt-00083/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00084,Premium Cotton Golf T-Shirt Slim Fit Gray 084,premium-cotton-golf-t-shirt-slim-fit-gray-084,Premium Cotton golf t-shirt in gray with slim fit comfort for everyday rounds.,31.24,40.61,19,https://picsum.photos/seed/gtshirt-00084/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00085,Lightweight Golf T-Shirt Classic Fit Green 085,lightweight-golf-t-shirt-classic-fit-green-085,Lightweight golf t-shirt in green with classic fit comfort for everyday rounds.,32.49,42.24,20,https://picsum.photos/seed/gtshirt-00085/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00086,Performance Golf T-Shirt Athletic Fit Blue 086,performance-golf-t-shirt-athletic-fit-blue-086,Performance golf t-shirt in blue with athletic fit comfort for everyday rounds.,33.74,43.86,21,https://picsum.photos/seed/gtshirt-00086/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00087,Breathable Golf T-Shirt Relaxed Fit Red 087,breathable-golf-t-shirt-relaxed-fit-red-087,Breathable golf t-shirt in red with relaxed fit comfort for everyday rounds.,34.99,45.49,22,https://picsum.photos/seed/gtshirt-00087/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00088,Moisture-Wick Golf T-Shirt Slim Fit Sand 088,moisture-wick-golf-t-shirt-slim-fit-sand-088,Moisture-Wick golf t-shirt in sand with slim fit comfort for everyday rounds.,36.24,47.11,23,https://picsum.photos/seed/gtshirt-00088/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
GTSHIRT-00089,Premium Cotton Golf T-Shirt Classic Fit Black 089,premium-cotton-golf-t-shirt-classic-fit-black-089,Premium Cotton golf t-shirt in black with classic fit comfort for everyday rounds.,37.49,48.74,24,https://picsum.photos/seed/gtshirt-00089/1200/1200,active,"golf,tshirt,apparel,golf-shirt"
