SKU,Title,Description,Price,Compare-at price,Inventory quantity,Product image URL,Additional image URLs,Supplier 1,Supplier 1 URL,Supplier 2,Supplier 2 URL,Supplier 3,Supplier 3 URL,Status,Tags
DROP8-011-VALE-11-4596,Valentino Uomo Born In Roma Duo Pack,"Valentino Uomo Born In Roma Duo Pack by Valentino is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",194.70,249.22,13,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+Duo+Pack,FragranceX,https://www.fragrancex.com/search/search_results?search=Valentino+Uomo+Born+In+Roma+Duo+Pack,Perfume.com,https://www.perfume.com/search?keyword=Valentino+Uomo+Born+In+Roma+Duo+Pack,active,"cologne,men,valentino,mainstream,drop8,5photos"
DROP8-012-VALE-12-4596,Valentino Uomo Born In Roma Collector Edition,"Valentino Uomo Born In Roma Collector Edition by Valentino is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",158.12,202.39,13,https://cdn.fragrancenet.com/images/photos/900x900/353183.jpg,https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Valentino+Uomo+Born+In+Roma+Collector+Edition,FragranceX,https://www.fragrancex.com/search/search_results?search=Valentino+Uomo+Born+In+Roma+Collector+Edition,Perfume.com,https://www.perfume.com/search?keyword=Valentino+Uomo+Born+In+Roma+Collector+Edition,active,"cologne,men,valentino,mainstream,drop8,5photos"
DROP8-013-DIOR-01-8046,Dior Sauvage Eau Forte Travel Spray 10ml,"Dior Sauvage Eau Forte Travel Spray 10ml by Dior is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",36.12,46.23,19,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+Travel+Spray+10ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Dior+Sauvage+Eau+Forte+Travel+Spray+10ml,Perfume.com,https://www.perfume.com/search?keyword=Dior+Sauvage+Eau+Forte+Travel+Spray+10ml,active,"cologne,men,dior,mainstream,drop8,5photos"
DROP8-014-DIOR-02-8046,Dior Sauvage Eau Forte 30ml,"Dior Sauvage Eau Forte 30ml by Dior is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",67.08,85.86,24,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+30ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Dior+Sauvage+Eau+Forte+30ml,Perfume.com,https://www.perfume.com/search?keyword=Dior+Sauvage+Eau+Forte+30ml,active,"cologne,men,dior,mainstream,drop8,5photos"
DROP8-015-DIOR-03-8046,Dior Sauvage Eau Forte 50ml,"Dior Sauvage Eau Forte 50ml by Dior is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",92.88,118.89,29,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+50ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Dior+Sauvage+Eau+Forte+50ml,Perfume.com,https://www.perfume.com/search?keyword=Dior+Sauvage+Eau+Forte+50ml,active,"cologne,men,dior,mainstream,drop8,5photos"
DROP8-016-DIOR-04-8046,Dior Sauvage Eau Forte 100ml,"Dior Sauvage Eau Forte 100ml by Dior is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",129.00,165.12,36,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+100ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Dior+Sauvage+Eau+Forte+100ml,Perfume.com,https://www.perfume.com/search?keyword=Dior+Sauvage+Eau+Forte+100ml,active,"cologne,men,dior,mainstream,drop8,5photos"
DROP8-017-DIOR-05-8046,Dior Sauvage Eau Forte 150ml,"Dior Sauvage Eau Forte 150ml by Dior is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",157.38,201.45,29,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+150ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Dior+Sauvage+Eau+Forte+150ml,Perfume.com,https://www.perfume.com/search?keyword=Dior+Sauvage+Eau+Forte+150ml,active,"cologne,men,dior,mainstream,drop8,5photos"
DROP8-018-DIOR-06-8046,Dior Sauvage Eau Forte 200ml,"Dior Sauvage Eau Forte 200ml by Dior is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",183.18,234.47,22,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+200ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Dior+Sauvage+Eau+Forte+200ml,Perfume.com,https://www.perfume.com/search?keyword=Dior+Sauvage+Eau+Forte+200ml,active,"cologne,men,dior,mainstream,drop8,5photos"
DROP8-019-DIOR-07-8046,Dior Sauvage Eau Forte Gift Set,"Dior Sauvage Eau Forte Gift Set by Dior is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",148.35,189.89,14,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+Gift+Set,FragranceX,https://www.fragrancex.com/search/search_results?search=Dior+Sauvage+Eau+Forte+Gift+Set,Perfume.com,https://www.perfume.com/search?keyword=Dior+Sauvage+Eau+Forte+Gift+Set,active,"cologne,men,dior,mainstream,drop8,5photos"
DROP8-020-DIOR-08-8046,Dior Sauvage Eau Forte Holiday Box,"Dior Sauvage Eau Forte Holiday Box by Dior is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",152.22,194.84,13,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+Holiday+Box,FragranceX,https://www.fragrancex.com/search/search_results?search=Dior+Sauvage+Eau+Forte+Holiday+Box,Perfume.com,https://www.perfume.com/search?keyword=Dior+Sauvage+Eau+Forte+Holiday+Box,active,"cologne,men,dior,mainstream,drop8,5photos"
DROP8-021-DIOR-09-8046,Dior Sauvage Eau Forte Limited Edition,"Dior Sauvage Eau Forte Limited Edition by Dior is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",139.32,178.33,12,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+Limited+Edition,FragranceX,https://www.fragrancex.com/search/search_results?search=Dior+Sauvage+Eau+Forte+Limited+Edition,Perfume.com,https://www.perfume.com/search?keyword=Dior+Sauvage+Eau+Forte+Limited+Edition,active,"cologne,men,dior,mainstream,drop8,5photos"
DROP8-022-DIOR-10-8046,Dior Sauvage Eau Forte Refill,"Dior Sauvage Eau Forte Refill by Dior is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",118.68,151.91,18,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+Refill,FragranceX,https://www.fragrancex.com/search/search_results?search=Dior+Sauvage+Eau+Forte+Refill,Perfume.com,https://www.perfume.com/search?keyword=Dior+Sauvage+Eau+Forte+Refill,active,"cologne,men,dior,mainstream,drop8,5photos"
DROP8-023-DIOR-11-8046,Dior Sauvage Eau Forte Duo Pack,"Dior Sauvage Eau Forte Duo Pack by Dior is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",212.85,272.45,13,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+Duo+Pack,FragranceX,https://www.fragrancex.com/search/search_results?search=Dior+Sauvage+Eau+Forte+Duo+Pack,Perfume.com,https://www.perfume.com/search?keyword=Dior+Sauvage+Eau+Forte+Duo+Pack,active,"cologne,men,dior,mainstream,drop8,5photos"
DROP8-024-DIOR-12-8046,Dior Sauvage Eau Forte Collector Edition,"Dior Sauvage Eau Forte Collector Edition by Dior is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",172.86,221.26,13,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+Collector+Edition,FragranceX,https://www.fragrancex.com/search/search_results?search=Dior+Sauvage+Eau+Forte+Collector+Edition,Perfume.com,https://www.perfume.com/search?keyword=Dior+Sauvage+Eau+Forte+Collector+Edition,active,"cologne,men,dior,mainstream,drop8,5photos"
DROP8-025-YVES-01-6176,Y Eau de Parfum Travel Spray 10ml,"Y Eau de Parfum Travel Spray 10ml by Yves Saint Laurent is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",34.72,44.44,19,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+Travel+Spray+10ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+Travel+Spray+10ml,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+Travel+Spray+10ml,active,"cologne,men,ysl,mainstream,drop8,5photos"
DROP8-026-YVES-02-6176,Y Eau de Parfum 30ml,"Y Eau de Parfum 30ml by Yves Saint Laurent is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",64.48,82.53,24,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+30ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+30ml,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+30ml,active,"cologne,men,ysl,mainstream,drop8,5photos"
DROP8-027-YVES-03-6176,Y Eau de Parfum 50ml,"Y Eau de Parfum 50ml by Yves Saint Laurent is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",89.28,114.28,29,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+50ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+50ml,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+50ml,active,"cologne,men,ysl,mainstream,drop8,5photos"
