SKU,Title,Description,Price,Compare-at price,Inventory quantity,Product image URL,Additional image URLs,Status,Tags
SET9-VRS-014-332213,Versace Eros Flame Eau de Parfum - Large Bottle 150ml,"<p><strong>Versace Eros Flame Eau de Parfum - Large Bottle 150ml</strong> by Versace is built for <strong>winter</strong> wear with a spicy amber woody profile.</p><p><strong>Fragrance notes:</strong> mandarin, black pepper, rosemary, tonka bean, sandalwood.</p><p>This listing is optimized for third-party resellers: high-search designer profile, gift-friendly packaging, and repeat-order demand.</p><p><strong>Supplier links:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Versace+Eros+Flame+Eau+de+Parfum"">FragranceNet</a> | <a href=""https://www.fragrancex.com/search/search_results?search=Versace+Eros+Flame+Eau+de+Parfum"">FragranceX</a> | <a href=""https://www.perfume.com/search?keyword=Versace+Eros+Flame+Eau+de+Parfum"">Perfume.com</a></p>",135.00,172.80,18,https://cdn.fragrancenet.com/images/photos/900x900/332213.jpg,https://cdn.fragrancenet.com/images/photos/600x600/332213.jpg | https://cdn.fragrancenet.com/images/photos/500x500/332213.jpg | https://cdn.fragrancenet.com/images/photos/300x300/332213.jpg | https://cdn.fragrancenet.com/images/photos/250x250/332213.jpg,active,"cologne,men,versace,set9,winter,spicy-amber-woody,stocksync-add-5img"
SET9-VRS-015-332213,Versace Eros Flame Eau de Parfum - Gift Set,"<p><strong>Versace Eros Flame Eau de Parfum - Gift Set</strong> by Versace is built for <strong>winter</strong> wear with a spicy amber woody profile.</p><p><strong>Fragrance notes:</strong> mandarin, black pepper, rosemary, tonka bean, sandalwood.</p><p>This listing is optimized for third-party resellers: high-search designer profile, gift-friendly packaging, and repeat-order demand.</p><p><strong>Supplier links:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Versace+Eros+Flame+Eau+de+Parfum"">FragranceNet</a> | <a href=""https://www.fragrancex.com/search/search_results?search=Versace+Eros+Flame+Eau+de+Parfum"">FragranceX</a> | <a href=""https://www.perfume.com/search?keyword=Versace+Eros+Flame+Eau+de+Parfum"">Perfume.com</a></p>",127.44,163.12,14,https://cdn.fragrancenet.com/images/photos/900x900/332213.jpg,https://cdn.fragrancenet.com/images/photos/600x600/332213.jpg | https://cdn.fragrancenet.com/images/photos/500x500/332213.jpg | https://cdn.fragrancenet.com/images/photos/300x300/332213.jpg | https://cdn.fragrancenet.com/images/photos/250x250/332213.jpg,active,"cologne,men,versace,set9,winter,spicy-amber-woody,stocksync-add-5img"
SET9-VRS-016-421287,Versace Eros Parfum - Travel Spray 10ml,"<p><strong>Versace Eros Parfum - Travel Spray 10ml</strong> by Versace is built for <strong>winter</strong> wear with a rich sweet woody profile.</p><p><strong>Fragrance notes:</strong> apple, mint, geranium, cedar, vanilla.</p><p>This listing is optimized for third-party resellers: high-search designer profile, gift-friendly packaging, and repeat-order demand.</p><p><strong>Supplier links:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Versace+Eros+Parfum"">FragranceNet</a> | <a href=""https://www.fragrancex.com/search/search_results?search=Versace+Eros+Parfum"">FragranceX</a> | <a href=""https://www.perfume.com/search?keyword=Versace+Eros+Parfum"">Perfume.com</a></p>",35.00,44.80,16,https://cdn.fragrancenet.com/images/photos/900x900/421287.jpg,https://cdn.fragrancenet.com/images/photos/600x600/421287.jpg | https://cdn.fragrancenet.com/images/photos/500x500/421287.jpg | https://cdn.fragrancenet.com/images/photos/300x300/421287.jpg | https://cdn.fragrancenet.com/images/photos/250x250/421287.jpg,active,"cologne,men,versace,set9,winter,rich-sweet-woody,stocksync-add-5img"
SET9-VRS-017-421287,Versace Eros Parfum - Eau de Toilette / Parfum 50ml,"<p><strong>Versace Eros Parfum - Eau de Toilette / Parfum 50ml</strong> by Versace is built for <strong>winter</strong> wear with a rich sweet woody profile.</p><p><strong>Fragrance notes:</strong> apple, mint, geranium, cedar, vanilla.</p><p>This listing is optimized for third-party resellers: high-search designer profile, gift-friendly packaging, and repeat-order demand.</p><p><strong>Supplier links:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Versace+Eros+Parfum"">FragranceNet</a> | <a href=""https://www.fragrancex.com/search/search_results?search=Versace+Eros+Parfum"">FragranceX</a> | <a href=""https://www.perfume.com/search?keyword=Versace+Eros+Parfum"">Perfume.com</a></p>",93.75,120.00,22,https://cdn.fragrancenet.com/images/photos/900x900/421287.jpg,https://cdn.fragrancenet.com/images/photos/600x600/421287.jpg | https://cdn.fragrancenet.com/images/photos/500x500/421287.jpg | https://cdn.fragrancenet.com/images/photos/300x300/421287.jpg | https://cdn.fragrancenet.com/images/photos/250x250/421287.jpg,active,"cologne,men,versace,set9,winter,rich-sweet-woody,stocksync-add-5img"
SET9-VRS-018-421287,Versace Eros Parfum - Eau de Toilette / Parfum 100ml,"<p><strong>Versace Eros Parfum - Eau de Toilette / Parfum 100ml</strong> by Versace is built for <strong>winter</strong> wear with a rich sweet woody profile.</p><p><strong>Fragrance notes:</strong> apple, mint, geranium, cedar, vanilla.</p><p>This listing is optimized for third-party resellers: high-search designer profile, gift-friendly packaging, and repeat-order demand.</p><p><strong>Supplier links:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Versace+Eros+Parfum"">FragranceNet</a> | <a href=""https://www.fragrancex.com/search/search_results?search=Versace+Eros+Parfum"">FragranceX</a> | <a href=""https://www.perfume.com/search?keyword=Versace+Eros+Parfum"">Perfume.com</a></p>",125.00,160.00,30,https://cdn.fragrancenet.com/images/photos/900x900/421287.jpg,https://cdn.fragrancenet.com/images/photos/600x600/421287.jpg | https://cdn.fragrancenet.com/images/photos/500x500/421287.jpg | https://cdn.fragrancenet.com/images/photos/300x300/421287.jpg | https://cdn.fragrancenet.com/images/photos/250x250/421287.jpg,active,"cologne,men,versace,set9,winter,rich-sweet-woody,stocksync-add-5img"
SET9-VRS-019-421287,Versace Eros Parfum - Large Bottle 150ml,"<p><strong>Versace Eros Parfum - Large Bottle 150ml</strong> by Versace is built for <strong>winter</strong> wear with a rich sweet woody profile.</p><p><strong>Fragrance notes:</strong> apple, mint, geranium, cedar, vanilla.</p><p>This listing is optimized for third-party resellers: high-search designer profile, gift-friendly packaging, and repeat-order demand.</p><p><strong>Supplier links:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Versace+Eros+Parfum"">FragranceNet</a> | <a href=""https://www.fragrancex.com/search/search_results?search=Versace+Eros+Parfum"">FragranceX</a> | <a href=""https://www.perfume.com/search?keyword=Versace+Eros+Parfum"">Perfume.com</a></p>",156.25,200.00,18,https://cdn.fragrancenet.com/images/photos/900x900/421287.jpg,https://cdn.fragrancenet.com/images/photos/600x600/421287.jpg | https://cdn.fragrancenet.com/images/photos/500x500/421287.jpg | https://cdn.fragrancenet.com/images/photos/300x300/421287.jpg | https://cdn.fragrancenet.com/images/photos/250x250/421287.jpg,active,"cologne,men,versace,set9,winter,rich-sweet-woody,stocksync-add-5img"
SET9-VRS-020-421287,Versace Eros Parfum - Gift Set,"<p><strong>Versace Eros Parfum - Gift Set</strong> by Versace is built for <strong>winter</strong> wear with a rich sweet woody profile.</p><p><strong>Fragrance notes:</strong> apple, mint, geranium, cedar, vanilla.</p><p>This listing is optimized for third-party resellers: high-search designer profile, gift-friendly packaging, and repeat-order demand.</p><p><strong>Supplier links:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Versace+Eros+Parfum"">FragranceNet</a> | <a href=""https://www.fragrancex.com/search/search_results?search=Versace+Eros+Parfum"">FragranceX</a> | <a href=""https://www.perfume.com/search?keyword=Versace+Eros+Parfum"">Perfume.com</a></p>",147.50,188.80,14,https://cdn.fragrancenet.com/images/photos/900x900/421287.jpg,https://cdn.fragrancenet.com/images/photos/600x600/421287.jpg | https://cdn.fragrancenet.com/images/photos/500x500/421287.jpg | https://cdn.fragrancenet.com/images/photos/300x300/421287.jpg | https://cdn.fragrancenet.com/images/photos/250x250/421287.jpg,active,"cologne,men,versace,set9,winter,rich-sweet-woody,stocksync-add-5img"
SET9-VRS-021-485448,Versace Eros Energy Eau de Parfum - Travel Spray 10ml,"<p><strong>Versace Eros Energy Eau de Parfum - Travel Spray 10ml</strong> by Versace is built for <strong>summer</strong> wear with a citrus aromatic bright profile.</p><p><strong>Fragrance notes:</strong> sicilian bergamot, black currant, pink pepper, oakmoss.</p><p>This listing is optimized for third-party resellers: high-search designer profile, gift-friendly packaging, and repeat-order demand.</p><p><strong>Supplier links:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Versace+Eros+Energy+Eau+de+Parfum"">FragranceNet</a> | <a href=""https://www.fragrancex.com/search/search_results?search=Versace+Eros+Energy+Eau+de+Parfum"">FragranceX</a> | <a href=""https://www.perfume.com/search?keyword=Versace+Eros+Energy+Eau+de+Parfum"">Perfume.com</a></p>",37.80,48.38,16,https://cdn.fragrancenet.com/images/photos/900x900/485448.jpg,https://cdn.fragrancenet.com/images/photos/600x600/485448.jpg | https://cdn.fragrancenet.com/images/photos/500x500/485448.jpg | https://cdn.fragrancenet.com/images/photos/300x300/485448.jpg | https://cdn.fragrancenet.com/images/photos/250x250/485448.jpg,active,"cologne,men,versace,set9,summer,citrus-aromatic-bright,stocksync-add-5img"
SET9-VRS-022-485448,Versace Eros Energy Eau de Parfum - Eau de Toilette / Parfum 50ml,"<p><strong>Versace Eros Energy Eau de Parfum - Eau de Toilette / Parfum 50ml</strong> by Versace is built for <strong>summer</strong> wear with a citrus aromatic bright profile.</p><p><strong>Fragrance notes:</strong> sicilian bergamot, black currant, pink pepper, oakmoss.</p><p>This listing is optimized for third-party resellers: high-search designer profile, gift-friendly packaging, and repeat-order demand.</p><p><strong>Supplier links:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Versace+Eros+Energy+Eau+de+Parfum"">FragranceNet</a> | <a href=""https://www.fragrancex.com/search/search_results?search=Versace+Eros+Energy+Eau+de+Parfum"">FragranceX</a> | <a href=""https://www.perfume.com/search?keyword=Versace+Eros+Energy+Eau+de+Parfum"">Perfume.com</a></p>",101.25,129.60,22,https://cdn.fragrancenet.com/images/photos/900x900/485448.jpg,https://cdn.fragrancenet.com/images/photos/600x600/485448.jpg | https://cdn.fragrancenet.com/images/photos/500x500/485448.jpg | https://cdn.fragrancenet.com/images/photos/300x300/485448.jpg | https://cdn.fragrancenet.com/images/photos/250x250/485448.jpg,active,"cologne,men,versace,set9,summer,citrus-aromatic-bright,stocksync-add-5img"
SET9-VRS-023-485448,Versace Eros Energy Eau de Parfum - Eau de Toilette / Parfum 100ml,"<p><strong>Versace Eros Energy Eau de Parfum - Eau de Toilette / Parfum 100ml</strong> by Versace is built for <strong>summer</strong> wear with a citrus aromatic bright profile.</p><p><strong>Fragrance notes:</strong> sicilian bergamot, black currant, pink pepper, oakmoss.</p><p>This listing is optimized for third-party resellers: high-search designer profile, gift-friendly packaging, and repeat-order demand.</p><p><strong>Supplier links:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Versace+Eros+Energy+Eau+de+Parfum"">FragranceNet</a> | <a href=""https://www.fragrancex.com/search/search_results?search=Versace+Eros+Energy+Eau+de+Parfum"">FragranceX</a> | <a href=""https://www.perfume.com/search?keyword=Versace+Eros+Energy+Eau+de+Parfum"">Perfume.com</a></p>",135.00,172.80,30,https://cdn.fragrancenet.com/images/photos/900x900/485448.jpg,https://cdn.fragrancenet.com/images/photos/600x600/485448.jpg | https://cdn.fragrancenet.com/images/photos/500x500/485448.jpg | https://cdn.fragrancenet.com/images/photos/300x300/485448.jpg | https://cdn.fragrancenet.com/images/photos/250x250/485448.jpg,active,"cologne,men,versace,set9,summer,citrus-aromatic-bright,stocksync-add-5img"
